
Epoch 0, 25%	 Loss : 5.0338e-04	 RES : 4.3183e-05	 MSE : 3.7820e-04	 REL : 9.4558e-01
Training Epoch 5 :	 Loss : 6.5640e-05 	 RES : 1.8836e-06	 MSE : 2.3000e-04	 REL : 7.2145e-01
Validation Epoch 5 :	 Loss : 6.3109e-05	 RES : 1.5669e-06	 MSE : 2.0489e-04	 REL : 6.8302e-01
Training Epoch 5 finished,took current epoch 38.53s,cumulative time 237.28s
MODEL SAVED
Learning Rate : 0.01
Epoch 6, 25%	 Loss : 6.2924e-05	 RES : 1.6903e-06	 MSE : 2.0750e-04	 REL : 7.0040e-01
Epoch 6, 50%	 Loss : 6.3001e-05	 RES : 1.7676e-06	 MSE : 2.1555e-04	 REL : 7.2028e-01
Epoch 6, 75%	 Loss : 6.8881e-05	 RES : 1.7050e-06	 MSE : 2.1502e-04	 REL : 6.7981e-01
Training Epoch 6 :	 Loss : 6.4033e-05 	 RES : 1.7043e-06	 MSE : 2.2012e-04	 REL : 7.0605e-01
Validation Epoch 6 :	 Loss : 6.2037e-05	 RES : 1.4830e-06	 MSE : 2.0538e-04	 REL : 6.8375e-01
Training Epoch 6 finished,took current epoch 39.50s,cumulative time 276.55s
MODEL SAVED
Learning Rate : 0.01
Epoch 7, 25%	 Loss : 6.0305e-05	 RES : 1.4450e-06	 MSE : 1.9093e-04	 REL : 6.7185e-01
Epoch 7, 50%	 Loss : 6.1711e-05	 RES : 1.6641e-06	 MSE : 2.1242e-04	 REL : 7.1503e-01
Epoch 7, 75%	 Loss : 6.7988e-05	 RES : 1.7983e-06	 MSE : 2.1493e-04	 REL : 6.7968e-01
Training Epoch 7 :	 Loss : 6.3396e-05 	 RES : 1.7025e-06	 MSE : 2.2381e-04	 REL : 7.1047e-01
Validation Epoch 7 :	 Loss : 6.8829e-05	 RES : 2.4253e-06	 MSE : 3.1278e-04	 REL : 8.4416e-01
Training Epoch 7 finished,took current epoch 38.75s,cumulative time 315.20s
Learning Rate : 0.01
Epoch 8, 25%	 Loss : 5.8930e-05	 RES : 1.2986e-06	 MSE : 1.8243e-04	 REL : 6.5673e-01
Epoch 8, 50%	 Loss : 5.8972e-05	 RES : 1.3825e-06	 MSE : 1.9393e-04	 REL : 6.8322e-01
Epoch 8, 75%	 Loss : 6.5722e-05	 RES : 1.4609e-06	 MSE : 2.0140e-04	 REL : 6.5794e-01
Training Epoch 8 :	 Loss : 6.1753e-05 	 RES : 1.5849e-06	 MSE : 2.1866e-04	 REL : 7.0359e-01
Validation Epoch 8 :	 Loss : 6.0381e-05	 RES : 1.5034e-06	 MSE : 2.1869e-04	 REL : 7.0553e-01
Training Epoch 8 finished,took current epoch 38.66s,cumulative time 353.78s
Learning Rate : 0.01
Epoch 9, 25%	 Loss : 5.8819e-05	 RES : 1.4556e-06	 MSE : 2.0723e-04	 REL : 6.9994e-01
Epoch 9, 50%	 Loss : 6.6868e-05	 RES : 2.9552e-06	 MSE : 2.4547e-04	 REL : 7.6865e-01
Epoch 9, 75%	 Loss : 6.3746e-05	 RES : 1.4746e-06	 MSE : 2.0624e-04	 REL : 6.6579e-01
Training Epoch 9 :	 Loss : 6.0355e-05 	 RES : 1.6124e-06	 MSE : 2.1875e-04	 REL : 7.0035e-01
Validation Epoch 9 :	 Loss : 5.9546e-05	 RES : 1.4873e-06	 MSE : 2.3274e-04	 REL : 7.2789e-01
Training Epoch 9 finished,took current epoch 38.82s,cumulative time 392.54s
Learning Rate : 0.01
Epoch 10, 25%	 Loss : 5.5974e-05	 RES : 1.2059e-06	 MSE : 1.8651e-04	 REL : 6.6402e-01
Epoch 10, 50%	 Loss : 5.5284e-05	 RES : 1.1806e-06	 MSE : 1.8116e-04	 REL : 6.6034e-01
Epoch 10, 75%	 Loss : 6.2025e-05	 RES : 1.2714e-06	 MSE : 1.9389e-04	 REL : 6.4555e-01
Training Epoch 10 :	 Loss : 5.7804e-05 	 RES : 1.3237e-06	 MSE : 2.0691e-04	 REL : 6.8320e-01
Validation Epoch 10 :	 Loss : 5.8114e-05	 RES : 1.4418e-06	 MSE : 2.1227e-04	 REL : 6.9507e-01
Training Epoch 10 finished,took current epoch 39.06s,cumulative time 431.43s
MODEL SAVED
Learning Rate : 0.01
Epoch 11, 25%	 Loss : 5.5767e-05	 RES : 1.2420e-06	 MSE : 1.8594e-04	 REL : 6.6301e-01
Epoch 11, 50%	 Loss : 5.5007e-05	 RES : 1.1609e-06	 MSE : 1.8124e-04	 REL : 6.6048e-01
Epoch 11, 75%	 Loss : 6.1709e-05	 RES : 1.2467e-06	 MSE : 1.9627e-04	 REL : 6.4950e-01
Training Epoch 11 :	 Loss : 5.7019e-05 	 RES : 1.2446e-06	 MSE : 1.9996e-04	 REL : 6.7249e-01
Validation Epoch 11 :	 Loss : 5.5668e-05	 RES : 1.0918e-06	 MSE : 1.8259e-04	 REL : 6.4456e-01
Training Epoch 11 finished,took current epoch 38.94s,cumulative time 470.26s
MODEL SAVED
Learning Rate : 0.01
Epoch 12, 25%	 Loss : 5.7334e-05	 RES : 1.4480e-06	 MSE : 2.3704e-04	 REL : 7.4860e-01
Epoch 12, 50%	 Loss : 5.3778e-05	 RES : 9.7471e-07	 MSE : 1.6725e-04	 REL : 6.3448e-01
Epoch 12, 75%	 Loss : 6.0778e-05	 RES : 1.1258e-06	 MSE : 1.8116e-04	 REL : 6.2401e-01
Training Epoch 12 :	 Loss : 5.6681e-05 	 RES : 1.2089e-06	 MSE : 1.9971e-04	 REL : 6.7235e-01
Validation Epoch 12 :	 Loss : 5.5199e-05	 RES : 1.0410e-06	 MSE : 1.7686e-04	 REL : 6.3437e-01
Training Epoch 12 finished,took current epoch 38.63s,cumulative time 508.78s
MODEL SAVED
Learning Rate : 0.01
Epoch 13, 25%	 Loss : 5.4582e-05	 RES : 1.0308e-06	 MSE : 1.7037e-04	 REL : 6.3465e-01
Epoch 13, 50%	 Loss : 5.4048e-05	 RES : 1.1224e-06	 MSE : 1.6775e-04	 REL : 6.3542e-01
Epoch 13, 75%	 Loss : 6.1272e-05	 RES : 1.1965e-06	 MSE : 1.9313e-04	 REL : 6.4428e-01
Training Epoch 13 :	 Loss : 5.6455e-05 	 RES : 1.1850e-06	 MSE : 1.9582e-04	 REL : 6.6565e-01
Validation Epoch 13 :	 Loss : 5.4899e-05	 RES : 9.8481e-07	 MSE : 1.7236e-04	 REL : 6.2627e-01
Training Epoch 13 finished,took current epoch 38.92s,cumulative time 547.56s
MODEL SAVED
Learning Rate : 0.01
Epoch 14, 25%	 Loss : 5.4587e-05	 RES : 1.0395e-06	 MSE : 1.7293e-04	 REL : 6.3940e-01
Epoch 14, 50%	 Loss : 5.6207e-05	 RES : 1.2094e-06	 MSE : 2.0492e-04	 REL : 7.0230e-01
Epoch 14, 75%	 Loss : 6.0584e-05	 RES : 1.0969e-06	 MSE : 1.8449e-04	 REL : 6.2970e-01
Training Epoch 14 :	 Loss : 5.6346e-05 	 RES : 1.1621e-06	 MSE : 1.9559e-04	 REL : 6.6425e-01
Validation Epoch 14 :	 Loss : 5.6445e-05	 RES : 1.1797e-06	 MSE : 2.0486e-04	 REL : 6.8278e-01
Training Epoch 14 finished,took current epoch 39.45s,cumulative time 586.94s
Learning Rate : 0.01
Epoch 15, 25%	 Loss : 5.3317e-05	 RES : 8.8827e-07	 MSE : 1.5945e-04	 REL : 6.1397e-01
Epoch 15, 50%	 Loss : 5.3380e-05	 RES : 9.4354e-07	 MSE : 1.6329e-04	 REL : 6.2691e-01
Epoch 15, 75%	 Loss : 6.0215e-05	 RES : 1.0573e-06	 MSE : 1.7737e-04	 REL : 6.1744e-01
Training Epoch 15 :	 Loss : 5.6219e-05 	 RES : 1.1319e-06	 MSE : 1.9075e-04	 REL : 6.5446e-01
Validation Epoch 15 :	 Loss : 5.5075e-05	 RES : 1.0154e-06	 MSE : 1.7942e-04	 REL : 6.3897e-01
Training Epoch 15 finished,took current epoch 39.09s,cumulative time 625.94s
Learning Rate : 0.01
Epoch 16, 25%	 Loss : 5.4644e-05	 RES : 1.0507e-06	 MSE : 1.8154e-04	 REL : 6.5512e-01
Epoch 16, 50%	 Loss : 5.3404e-05	 RES : 9.2729e-07	 MSE : 1.6763e-04	 REL : 6.3520e-01
Epoch 16, 75%	 Loss : 6.0582e-05	 RES : 1.1396e-06	 MSE : 1.8741e-04	 REL : 6.3468e-01
Training Epoch 16 :	 Loss : 5.5750e-05 	 RES : 1.0777e-06	 MSE : 1.8898e-04	 REL : 6.5388e-01
Validation Epoch 16 :	 Loss : 5.5051e-05	 RES : 1.0003e-06	 MSE : 1.7778e-04	 REL : 6.3614e-01
Training Epoch 16 finished,took current epoch 38.81s,cumulative time 664.67s
Learning Rate : 0.01
Epoch 17, 25%	 Loss : 5.3544e-05	 RES : 9.0707e-07	 MSE : 1.6302e-04	 REL : 6.2081e-01
Epoch 17, 50%	 Loss : 5.2968e-05	 RES : 8.9134e-07	 MSE : 1.6069e-04	 REL : 6.2192e-01
Epoch 17, 75%	 Loss : 6.0147e-05	 RES : 1.0058e-06	 MSE : 1.7699e-04	 REL : 6.1677e-01
Training Epoch 17 :	 Loss : 5.5690e-05 	 RES : 1.0626e-06	 MSE : 1.8974e-04	 REL : 6.5558e-01
Validation Epoch 17 :	 Loss : 5.5346e-05	 RES : 1.0798e-06	 MSE : 1.8347e-04	 REL : 6.4611e-01
Training Epoch 17 finished,took current epoch 39.19s,cumulative time 703.78s
Learning Rate : 0.01
Epoch 18, 25%	 Loss : 5.3308e-05	 RES : 8.7491e-07	 MSE : 1.5989e-04	 REL : 6.1483e-01
Epoch 18, 50%	 Loss : 5.3062e-05	 RES : 8.9982e-07	 MSE : 1.6004e-04	 REL : 6.2064e-01
Epoch 18, 75%	 Loss : 6.0367e-05	 RES : 1.1009e-06	 MSE : 1.7960e-04	 REL : 6.2131e-01
Training Epoch 18 :	 Loss : 5.5540e-05 	 RES : 1.0377e-06	 MSE : 1.8737e-04	 REL : 6.5099e-01
Validation Epoch 18 :	 Loss : 5.5305e-05	 RES : 1.0159e-06	 MSE : 1.7660e-04	 REL : 6.3395e-01
Training Epoch 18 finished,took current epoch 39.83s,cumulative time 743.51s
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 5.3163e-05	 RES : 8.5882e-07	 MSE : 1.5752e-04	 REL : 6.1025e-01
Epoch 19, 50%	 Loss : 5.2876e-05	 RES : 8.6709e-07	 MSE : 1.5767e-04	 REL : 6.1604e-01
Epoch 19, 75%	 Loss : 6.0193e-05	 RES : 1.0517e-06	 MSE : 1.8061e-04	 REL : 6.2305e-01
Training Epoch 19 :	 Loss : 5.5524e-05 	 RES : 1.0310e-06	 MSE : 1.8625e-04	 REL : 6.4856e-01
Validation Epoch 19 :	 Loss : 5.4103e-05	 RES : 9.0172e-07	 MSE : 1.6596e-04	 REL : 6.1452e-01
Training Epoch 19 finished,took current epoch 40.02s,cumulative time 783.43s
MODEL SAVED
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 5.3329e-05	 RES : 8.6939e-07	 MSE : 1.6025e-04	 REL : 6.1551e-01
Epoch 20, 50%	 Loss : 5.2761e-05	 RES : 8.5335e-07	 MSE : 1.5746e-04	 REL : 6.1563e-01
Epoch 20, 75%	 Loss : 5.9882e-05	 RES : 9.9774e-07	 MSE : 1.7544e-04	 REL : 6.1408e-01
Training Epoch 20 :	 Loss : 5.5363e-05 	 RES : 1.0103e-06	 MSE : 1.8522e-04	 REL : 6.4692e-01
Validation Epoch 20 :	 Loss : 5.4882e-05	 RES : 9.4734e-07	 MSE : 1.8520e-04	 REL : 6.4913e-01
Training Epoch 20 finished,took current epoch 39.35s,cumulative time 822.74s
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 5.5397e-05	 RES : 1.1239e-06	 MSE : 2.0788e-04	 REL : 7.0104e-01
Epoch 21, 50%	 Loss : 5.2569e-05	 RES : 8.1917e-07	 MSE : 1.5801e-04	 REL : 6.1669e-01
Epoch 21, 75%	 Loss : 5.9720e-05	 RES : 9.6494e-07	 MSE : 1.7175e-04	 REL : 6.0758e-01
Training Epoch 21 :	 Loss : 5.5275e-05 	 RES : 9.9632e-07	 MSE : 1.8535e-04	 REL : 6.4769e-01
Validation Epoch 21 :	 Loss : 5.5140e-05	 RES : 1.0611e-06	 MSE : 1.8057e-04	 REL : 6.4129e-01
Training Epoch 21 finished,took current epoch 39.85s,cumulative time 862.55s
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 5.4079e-05	 RES : 9.5363e-07	 MSE : 1.7512e-04	 REL : 6.4343e-01
Epoch 22, 50%	 Loss : 5.3685e-05	 RES : 9.4328e-07	 MSE : 1.7037e-04	 REL : 6.4037e-01
Epoch 22, 75%	 Loss : 6.1307e-05	 RES : 1.1590e-06	 MSE : 1.9197e-04	 REL : 6.4235e-01
Training Epoch 22 :	 Loss : 5.5205e-05 	 RES : 9.8400e-07	 MSE : 1.8261e-04	 REL : 6.4273e-01
Validation Epoch 22 :	 Loss : 5.5801e-05	 RES : 1.0276e-06	 MSE : 1.9659e-04	 REL : 6.6882e-01
Training Epoch 22 finished,took current epoch 39.22s,cumulative time 901.70s
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 5.4316e-05	 RES : 9.9824e-07	 MSE : 1.8768e-04	 REL : 6.6610e-01
Epoch 23, 50%	 Loss : 5.3673e-05	 RES : 9.1124e-07	 MSE : 1.6785e-04	 REL : 6.3561e-01
Epoch 23, 75%	 Loss : 6.0592e-05	 RES : 1.1292e-06	 MSE : 1.8709e-04	 REL : 6.3413e-01
Training Epoch 23 :	 Loss : 5.5111e-05 	 RES : 9.6734e-07	 MSE : 1.8147e-04	 REL : 6.4096e-01
Validation Epoch 23 :	 Loss : 5.4201e-05	 RES : 8.6509e-07	 MSE : 1.7178e-04	 REL : 6.2513e-01
Training Epoch 23 finished,took current epoch 38.90s,cumulative time 940.53s
MODEL SAVED
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 5.3323e-05	 RES : 8.5267e-07	 MSE : 1.5785e-04	 REL : 6.1089e-01
Epoch 24, 50%	 Loss : 5.3019e-05	 RES : 9.4195e-07	 MSE : 1.5573e-04	 REL : 6.1222e-01
Epoch 24, 75%	 Loss : 6.0221e-05	 RES : 1.0943e-06	 MSE : 1.8479e-04	 REL : 6.3021e-01
Training Epoch 24 :	 Loss : 5.5109e-05 	 RES : 9.7010e-07	 MSE : 1.8293e-04	 REL : 6.4282e-01
Validation Epoch 24 :	 Loss : 5.4367e-05	 RES : 8.8660e-07	 MSE : 1.7585e-04	 REL : 6.3249e-01
Training Epoch 24 finished,took current epoch 39.48s,cumulative time 979.97s
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 5.4755e-05	 RES : 1.0513e-06	 MSE : 1.9978e-04	 REL : 6.8725e-01
Epoch 25, 50%	 Loss : 5.2556e-05	 RES : 8.4323e-07	 MSE : 1.6187e-04	 REL : 6.2418e-01
Epoch 25, 75%	 Loss : 5.9497e-05	 RES : 9.2365e-07	 MSE : 1.6898e-04	 REL : 6.0266e-01
Training Epoch 25 :	 Loss : 5.5032e-05 	 RES : 9.5379e-07	 MSE : 1.8149e-04	 REL : 6.4079e-01
Validation Epoch 25 :	 Loss : 5.5125e-05	 RES : 1.1786e-06	 MSE : 1.7370e-04	 REL : 6.2888e-01
Training Epoch 25 finished,took current epoch 39.44s,cumulative time 1019.30s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 5.2842e-05	 RES : 8.2888e-07	 MSE : 1.5439e-04	 REL : 6.0415e-01
Epoch 26, 50%	 Loss : 5.2556e-05	 RES : 8.1873e-07	 MSE : 1.5657e-04	 REL : 6.1389e-01
Epoch 26, 75%	 Loss : 6.0553e-05	 RES : 1.2123e-06	 MSE : 1.8001e-04	 REL : 6.2201e-01
Training Epoch 26 :	 Loss : 5.4978e-05 	 RES : 9.5538e-07	 MSE : 1.7872e-04	 REL : 6.3591e-01
Validation Epoch 26 :	 Loss : 5.5041e-05	 RES : 9.3779e-07	 MSE : 1.8883e-04	 REL : 6.5546e-01
Training Epoch 26 finished,took current epoch 40.03s,cumulative time 1059.22s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 5.5324e-05	 RES : 1.0754e-06	 MSE : 2.1291e-04	 REL : 7.0947e-01
Epoch 27, 50%	 Loss : 5.2501e-05	 RES : 8.2602e-07	 MSE : 1.6603e-04	 REL : 6.3216e-01
Epoch 27, 75%	 Loss : 5.9550e-05	 RES : 9.3987e-07	 MSE : 1.6990e-04	 REL : 6.0429e-01
Training Epoch 27 :	 Loss : 5.4767e-05 	 RES : 9.2246e-07	 MSE : 1.7711e-04	 REL : 6.3321e-01
Validation Epoch 27 :	 Loss : 6.2955e-05	 RES : 1.9887e-06	 MSE : 3.9137e-04	 REL : 9.4551e-01
Training Epoch 27 finished,took current epoch 39.14s,cumulative time 1098.29s
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 5.2473e-05	 RES : 7.7613e-07	 MSE : 1.4789e-04	 REL : 5.9130e-01
Epoch 28, 50%	 Loss : 5.2399e-05	 RES : 7.9644e-07	 MSE : 1.5193e-04	 REL : 6.0472e-01
Epoch 28, 75%	 Loss : 5.9528e-05	 RES : 9.6781e-07	 MSE : 1.6672e-04	 REL : 5.9860e-01
Training Epoch 28 :	 Loss : 5.5096e-05 	 RES : 9.6166e-07	 MSE : 1.8142e-04	 REL : 6.3933e-01
Validation Epoch 28 :	 Loss : 5.4439e-05	 RES : 9.0348e-07	 MSE : 1.8103e-04	 REL : 6.4176e-01
Training Epoch 28 finished,took current epoch 39.46s,cumulative time 1137.69s
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 5.3541e-05	 RES : 8.9987e-07	 MSE : 1.7597e-04	 REL : 6.4499e-01
Epoch 29, 50%	 Loss : 5.2130e-05	 RES : 7.7112e-07	 MSE : 1.5213e-04	 REL : 6.0511e-01
Epoch 29, 75%	 Loss : 6.0486e-05	 RES : 1.1569e-06	 MSE : 1.7006e-04	 REL : 6.0457e-01
Training Epoch 29 :	 Loss : 5.4763e-05 	 RES : 9.2250e-07	 MSE : 1.7781e-04	 REL : 6.3342e-01
Validation Epoch 29 :	 Loss : 5.6045e-05	 RES : 9.8446e-07	 MSE : 1.9920e-04	 REL : 6.7328e-01
Training Epoch 29 finished,took current epoch 39.39s,cumulative time 1177.00s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 5.2630e-05	 RES : 7.9740e-07	 MSE : 1.5285e-04	 REL : 6.0112e-01
Epoch 30, 50%	 Loss : 5.2416e-05	 RES : 7.9466e-07	 MSE : 1.5341e-04	 REL : 6.0766e-01
Epoch 30, 75%	 Loss : 6.0093e-05	 RES : 1.0691e-06	 MSE : 1.7505e-04	 REL : 6.1338e-01
Training Epoch 30 :	 Loss : 5.4821e-05 	 RES : 9.2478e-07	 MSE : 1.7661e-04	 REL : 6.3196e-01
Validation Epoch 30 :	 Loss : 5.4058e-05	 RES : 8.2333e-07	 MSE : 1.6692e-04	 REL : 6.1623e-01
Training Epoch 30 finished,took current epoch 39.15s,cumulative time 1216.07s
MODEL SAVED
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 5.2463e-05	 RES : 7.6332e-07	 MSE : 1.4836e-04	 REL : 5.9224e-01
Epoch 31, 50%	 Loss : 5.2108e-05	 RES : 7.8720e-07	 MSE : 1.4958e-04	 REL : 6.0003e-01
Epoch 31, 75%	 Loss : 6.0306e-05	 RES : 1.0883e-06	 MSE : 1.6901e-04	 REL : 6.0270e-01
Training Epoch 31 :	 Loss : 5.4727e-05 	 RES : 9.0762e-07	 MSE : 1.7849e-04	 REL : 6.3509e-01
Validation Epoch 31 :	 Loss : 5.5349e-05	 RES : 8.9223e-07	 MSE : 1.7932e-04	 REL : 6.3871e-01
Training Epoch 31 finished,took current epoch 39.51s,cumulative time 1255.54s
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 5.2367e-05	 RES : 7.9801e-07	 MSE : 1.4686e-04	 REL : 5.8924e-01
Epoch 32, 50%	 Loss : 5.2139e-05	 RES : 7.5896e-07	 MSE : 1.5065e-04	 REL : 6.0216e-01
Epoch 32, 75%	 Loss : 5.9443e-05	 RES : 9.3608e-07	 MSE : 1.7818e-04	 REL : 6.1884e-01
Training Epoch 32 :	 Loss : 5.4923e-05 	 RES : 9.2382e-07	 MSE : 1.7816e-04	 REL : 6.3162e-01
Validation Epoch 32 :	 Loss : 5.4790e-05	 RES : 9.1775e-07	 MSE : 1.6571e-04	 REL : 6.1395e-01
Training Epoch 32 finished,took current epoch 39.15s,cumulative time 1294.65s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 5.2725e-05	 RES : 7.8998e-07	 MSE : 1.5539e-04	 REL : 6.0610e-01
Epoch 33, 50%	 Loss : 5.2105e-05	 RES : 7.6638e-07	 MSE : 1.4872e-04	 REL : 5.9829e-01
Epoch 33, 75%	 Loss : 5.9296e-05	 RES : 9.0350e-07	 MSE : 1.7178e-04	 REL : 6.0763e-01
Training Epoch 33 :	 Loss : 5.4740e-05 	 RES : 9.1142e-07	 MSE : 1.7686e-04	 REL : 6.3246e-01
Validation Epoch 33 :	 Loss : 5.6724e-05	 RES : 1.0319e-06	 MSE : 1.8759e-04	 REL : 6.5331e-01
Training Epoch 33 finished,took current epoch 39.09s,cumulative time 1333.64s
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 5.2926e-05	 RES : 8.0422e-07	 MSE : 1.6239e-04	 REL : 6.1962e-01
Epoch 34, 50%	 Loss : 5.2983e-05	 RES : 8.8570e-07	 MSE : 1.7101e-04	 REL : 6.4157e-01
Epoch 34, 75%	 Loss : 5.9967e-05	 RES : 1.0520e-06	 MSE : 1.8075e-04	 REL : 6.2330e-01
Training Epoch 34 :	 Loss : 5.4639e-05 	 RES : 8.9278e-07	 MSE : 1.7432e-04	 REL : 6.2807e-01
Validation Epoch 34 :	 Loss : 5.3400e-05	 RES : 7.6554e-07	 MSE : 1.5724e-04	 REL : 5.9809e-01
Training Epoch 34 finished,took current epoch 39.02s,cumulative time 1372.55s
MODEL SAVED
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 5.3664e-05	 RES : 8.8429e-07	 MSE : 1.7897e-04	 REL : 6.5047e-01
Epoch 35, 50%	 Loss : 5.2443e-05	 RES : 8.2769e-07	 MSE : 1.5241e-04	 REL : 6.0568e-01
Epoch 35, 75%	 Loss : 5.9150e-05	 RES : 9.0108e-07	 MSE : 1.6126e-04	 REL : 5.8873e-01
Training Epoch 35 :	 Loss : 5.4641e-05 	 RES : 8.9192e-07	 MSE : 1.7709e-04	 REL : 6.3295e-01
Validation Epoch 35 :	 Loss : 5.5259e-05	 RES : 9.4690e-07	 MSE : 1.7616e-04	 REL : 6.3304e-01
Training Epoch 35 finished,took current epoch 39.58s,cumulative time 1412.03s
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 5.2433e-05	 RES : 7.4622e-07	 MSE : 1.4938e-04	 REL : 5.9426e-01
Epoch 36, 50%	 Loss : 5.2108e-05	 RES : 7.5324e-07	 MSE : 1.5331e-04	 REL : 6.0746e-01
Epoch 36, 75%	 Loss : 5.9587e-05	 RES : 9.7975e-07	 MSE : 1.6963e-04	 REL : 6.0382e-01
Training Epoch 36 :	 Loss : 5.4534e-05 	 RES : 8.7438e-07	 MSE : 1.7374e-04	 REL : 6.2712e-01
Validation Epoch 36 :	 Loss : 5.5363e-05	 RES : 9.7859e-07	 MSE : 1.9196e-04	 REL : 6.6139e-01
