
Epoch 0, 25%	 Loss : 2.7673e-04	 RES : 2.6979e-05	 MSE : 3.8444e-04	 REL : 9.5335e-01
Epoch 18, 25%	 Loss : 5.1178e-05	 RES : 8.2290e-07	 MSE : 1.8641e-04	 REL : 6.6385e-01
Epoch 18, 50%	 Loss : 4.9595e-05	 RES : 4.6651e-07	 MSE : 1.2410e-04	 REL : 5.4654e-01
Epoch 18, 75%	 Loss : 5.6826e-05	 RES : 6.4224e-07	 MSE : 1.6148e-04	 REL : 5.8914e-01
Training Epoch 18 :	 Loss : 5.2039e-05 	 RES : 6.7025e-07	 MSE : 1.5394e-04	 REL : 5.8793e-01
Validation Epoch 18 :	 Loss : 5.1691e-05	 RES : 5.4462e-07	 MSE : 1.3860e-04	 REL : 5.6148e-01
Training Epoch 18 finished,took current epoch 76.15s,cumulative time 1434.75s
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 5.0185e-05	 RES : 6.7421e-07	 MSE : 1.4871e-04	 REL : 5.9294e-01
Epoch 19, 50%	 Loss : 5.1308e-05	 RES : 7.8010e-07	 MSE : 1.8390e-04	 REL : 6.6531e-01
Epoch 19, 75%	 Loss : 5.6021e-05	 RES : 5.9078e-07	 MSE : 1.3006e-04	 REL : 5.2872e-01
Training Epoch 19 :	 Loss : 5.1816e-05 	 RES : 6.6257e-07	 MSE : 1.5106e-04	 REL : 5.8032e-01
Validation Epoch 19 :	 Loss : 5.2179e-05	 RES : 6.8439e-07	 MSE : 1.3239e-04	 REL : 5.4892e-01
Training Epoch 19 finished,took current epoch 75.74s,cumulative time 1510.38s
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 4.9329e-05	 RES : 5.2068e-07	 MSE : 1.2324e-04	 REL : 5.3978e-01
Epoch 20, 50%	 Loss : 4.9676e-05	 RES : 5.4951e-07	 MSE : 1.2240e-04	 REL : 5.4278e-01
Epoch 20, 75%	 Loss : 5.5744e-05	 RES : 5.2599e-07	 MSE : 1.2904e-04	 REL : 5.2665e-01
Training Epoch 20 :	 Loss : 5.1645e-05 	 RES : 6.3167e-07	 MSE : 1.5189e-04	 REL : 5.8233e-01
Validation Epoch 20 :	 Loss : 5.0615e-05	 RES : 5.1243e-07	 MSE : 1.3478e-04	 REL : 5.5391e-01
Training Epoch 20 finished,took current epoch 75.81s,cumulative time 1585.97s
MODEL SAVED
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 4.9035e-05	 RES : 4.3784e-07	 MSE : 1.1150e-04	 REL : 5.1341e-01
Epoch 21, 50%	 Loss : 4.9171e-05	 RES : 4.6701e-07	 MSE : 1.2434e-04	 REL : 5.4706e-01
Epoch 21, 75%	 Loss : 5.5998e-05	 RES : 6.1025e-07	 MSE : 1.3529e-04	 REL : 5.3924e-01
Training Epoch 21 :	 Loss : 5.1368e-05 	 RES : 5.9822e-07	 MSE : 1.4493e-04	 REL : 5.7027e-01
Validation Epoch 21 :	 Loss : 5.0242e-05	 RES : 4.4432e-07	 MSE : 1.2525e-04	 REL : 5.3362e-01
Training Epoch 21 finished,took current epoch 76.47s,cumulative time 1662.25s
MODEL SAVED
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 4.9035e-05	 RES : 4.9383e-07	 MSE : 1.1261e-04	 REL : 5.1597e-01
Epoch 22, 50%	 Loss : 4.9091e-05	 RES : 5.8646e-07	 MSE : 1.2577e-04	 REL : 5.5020e-01
Epoch 22, 75%	 Loss : 5.5637e-05	 RES : 5.3812e-07	 MSE : 1.3733e-04	 REL : 5.4329e-01
Training Epoch 22 :	 Loss : 5.1599e-05 	 RES : 6.5013e-07	 MSE : 1.5062e-04	 REL : 5.7944e-01
Validation Epoch 22 :	 Loss : 5.0905e-05	 RES : 5.2869e-07	 MSE : 1.3673e-04	 REL : 5.5753e-01
Training Epoch 22 finished,took current epoch 76.07s,cumulative time 1738.23s
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 5.1959e-05	 RES : 9.7379e-07	 MSE : 2.1442e-04	 REL : 7.1199e-01
Epoch 23, 50%	 Loss : 4.8560e-05	 RES : 4.5400e-07	 MSE : 1.1476e-04	 REL : 5.2557e-01
Epoch 23, 75%	 Loss : 5.5475e-05	 RES : 4.9922e-07	 MSE : 1.2525e-04	 REL : 5.1884e-01
Training Epoch 23 :	 Loss : 5.1060e-05 	 RES : 5.6141e-07	 MSE : 1.4348e-04	 REL : 5.6784e-01
Validation Epoch 23 :	 Loss : 5.0631e-05	 RES : 5.1939e-07	 MSE : 1.4721e-04	 REL : 5.7855e-01
Training Epoch 23 finished,took current epoch 75.47s,cumulative time 1813.63s
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 4.9492e-05	 RES : 5.4435e-07	 MSE : 1.3296e-04	 REL : 5.6065e-01
Epoch 24, 50%	 Loss : 5.0518e-05	 RES : 8.5566e-07	 MSE : 1.6078e-04	 REL : 6.2208e-01
Epoch 24, 75%	 Loss : 5.5475e-05	 RES : 5.0412e-07	 MSE : 1.2810e-04	 REL : 5.2471e-01
Training Epoch 24 :	 Loss : 5.1257e-05 	 RES : 6.0559e-07	 MSE : 1.4497e-04	 REL : 5.6978e-01
Validation Epoch 24 :	 Loss : 5.0417e-05	 RES : 5.1872e-07	 MSE : 1.2101e-04	 REL : 5.2467e-01
Training Epoch 24 finished,took current epoch 76.36s,cumulative time 1889.91s
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 4.9707e-05	 RES : 6.6263e-07	 MSE : 1.5300e-04	 REL : 6.0143e-01
Epoch 25, 50%	 Loss : 4.9559e-05	 RES : 4.3821e-07	 MSE : 1.3242e-04	 REL : 5.6456e-01
Epoch 25, 75%	 Loss : 5.5414e-05	 RES : 4.9697e-07	 MSE : 1.2808e-04	 REL : 5.2469e-01
Training Epoch 25 :	 Loss : 5.1043e-05 	 RES : 5.8565e-07	 MSE : 1.4469e-04	 REL : 5.6772e-01
Validation Epoch 25 :	 Loss : 5.3194e-05	 RES : 9.1277e-07	 MSE : 2.2851e-04	 REL : 7.2211e-01
Training Epoch 25 finished,took current epoch 75.70s,cumulative time 1965.49s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 4.9248e-05	 RES : 4.9488e-07	 MSE : 1.2130e-04	 REL : 5.3550e-01
Epoch 26, 50%	 Loss : 4.8452e-05	 RES : 4.0504e-07	 MSE : 1.1786e-04	 REL : 5.3262e-01
Epoch 26, 75%	 Loss : 5.5486e-05	 RES : 5.4521e-07	 MSE : 1.3832e-04	 REL : 5.4525e-01
Training Epoch 26 :	 Loss : 5.1066e-05 	 RES : 5.8133e-07	 MSE : 1.4439e-04	 REL : 5.6784e-01
Validation Epoch 26 :	 Loss : 5.0206e-05	 RES : 4.5357e-07	 MSE : 1.1853e-04	 REL : 5.1909e-01
Training Epoch 26 finished,took current epoch 76.07s,cumulative time 2041.47s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 5.1437e-05	 RES : 9.2656e-07	 MSE : 2.3097e-04	 REL : 7.3894e-01
Epoch 27, 50%	 Loss : 4.9019e-05	 RES : 5.5959e-07	 MSE : 1.3628e-04	 REL : 5.7272e-01
Epoch 27, 75%	 Loss : 5.6318e-05	 RES : 6.8825e-07	 MSE : 1.3551e-04	 REL : 5.3968e-01
Training Epoch 27 :	 Loss : 5.0800e-05 	 RES : 5.4802e-07	 MSE : 1.3831e-04	 REL : 5.5799e-01
Validation Epoch 27 :	 Loss : 5.1385e-05	 RES : 6.1811e-07	 MSE : 1.3047e-04	 REL : 5.4498e-01
Training Epoch 27 finished,took current epoch 75.87s,cumulative time 2117.26s
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 4.9575e-05	 RES : 5.5665e-07	 MSE : 1.5341e-04	 REL : 6.0223e-01
Epoch 28, 50%	 Loss : 4.9734e-05	 RES : 5.5850e-07	 MSE : 1.7893e-04	 REL : 6.5626e-01
Epoch 28, 75%	 Loss : 5.5270e-05	 RES : 5.3234e-07	 MSE : 1.2400e-04	 REL : 5.1625e-01
Training Epoch 28 :	 Loss : 5.0871e-05 	 RES : 5.4435e-07	 MSE : 1.4001e-04	 REL : 5.5905e-01
Validation Epoch 28 :	 Loss : 5.3303e-05	 RES : 9.0318e-07	 MSE : 2.2612e-04	 REL : 7.1834e-01
Training Epoch 28 finished,took current epoch 77.24s,cumulative time 2194.40s
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 4.8419e-05	 RES : 3.7349e-07	 MSE : 1.0470e-04	 REL : 4.9753e-01
Epoch 29, 50%	 Loss : 4.8491e-05	 RES : 4.4690e-07	 MSE : 1.1236e-04	 REL : 5.2003e-01
Epoch 29, 75%	 Loss : 5.5514e-05	 RES : 5.8678e-07	 MSE : 1.5102e-04	 REL : 5.6973e-01
Training Epoch 29 :	 Loss : 5.0755e-05 	 RES : 5.3769e-07	 MSE : 1.3843e-04	 REL : 5.5646e-01
Validation Epoch 29 :	 Loss : 5.0022e-05	 RES : 4.4431e-07	 MSE : 1.1263e-04	 REL : 5.0604e-01
Training Epoch 29 finished,took current epoch 76.19s,cumulative time 2270.35s
MODEL SAVED
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 4.8943e-05	 RES : 4.7624e-07	 MSE : 1.1953e-04	 REL : 5.3159e-01
Epoch 30, 50%	 Loss : 4.8254e-05	 RES : 3.8661e-07	 MSE : 1.0706e-04	 REL : 5.0763e-01
Epoch 30, 75%	 Loss : 5.6383e-05	 RES : 7.0149e-07	 MSE : 1.8875e-04	 REL : 6.3693e-01
Training Epoch 30 :	 Loss : 5.0421e-05 	 RES : 4.9092e-07	 MSE : 1.2919e-04	 REL : 5.3950e-01
Validation Epoch 30 :	 Loss : 4.9635e-05	 RES : 3.9569e-07	 MSE : 1.1577e-04	 REL : 5.1320e-01
Training Epoch 30 finished,took current epoch 76.08s,cumulative time 2346.25s
MODEL SAVED
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 4.8537e-05	 RES : 4.0992e-07	 MSE : 1.1419e-04	 REL : 5.1958e-01
Epoch 31, 50%	 Loss : 4.8167e-05	 RES : 3.9226e-07	 MSE : 1.0839e-04	 REL : 5.1076e-01
Epoch 31, 75%	 Loss : 5.5550e-05	 RES : 5.3165e-07	 MSE : 1.4641e-04	 REL : 5.6096e-01
Training Epoch 31 :	 Loss : 5.1085e-05 	 RES : 5.9354e-07	 MSE : 1.4519e-04	 REL : 5.6639e-01
Validation Epoch 31 :	 Loss : 5.0741e-05	 RES : 4.9085e-07	 MSE : 1.2238e-04	 REL : 5.2739e-01
Training Epoch 31 finished,took current epoch 75.54s,cumulative time 2421.72s
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 4.8352e-05	 RES : 3.7492e-07	 MSE : 1.0447e-04	 REL : 4.9697e-01
Epoch 32, 50%	 Loss : 4.8116e-05	 RES : 3.8082e-07	 MSE : 1.0823e-04	 REL : 5.1039e-01
Epoch 32, 75%	 Loss : 5.5515e-05	 RES : 5.5403e-07	 MSE : 1.1922e-04	 REL : 5.0620e-01
Training Epoch 32 :	 Loss : 5.0438e-05 	 RES : 5.1772e-07	 MSE : 1.3253e-04	 REL : 5.4584e-01
Validation Epoch 32 :	 Loss : 5.0914e-05	 RES : 6.7594e-07	 MSE : 1.1268e-04	 REL : 5.0609e-01
Training Epoch 32 finished,took current epoch 75.74s,cumulative time 2497.35s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 4.8252e-05	 RES : 3.5835e-07	 MSE : 1.0351e-04	 REL : 4.9468e-01
Epoch 33, 50%	 Loss : 4.8067e-05	 RES : 3.9446e-07	 MSE : 1.0358e-04	 REL : 4.9930e-01
Epoch 33, 75%	 Loss : 5.5707e-05	 RES : 6.4265e-07	 MSE : 1.6022e-04	 REL : 5.8683e-01
Training Epoch 33 :	 Loss : 5.0368e-05 	 RES : 4.8960e-07	 MSE : 1.3444e-04	 REL : 5.4860e-01
Validation Epoch 33 :	 Loss : 4.9857e-05	 RES : 5.0550e-07	 MSE : 1.1511e-04	 REL : 5.1176e-01
Training Epoch 33 finished,took current epoch 75.99s,cumulative time 2573.22s
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 4.9568e-05	 RES : 5.8229e-07	 MSE : 1.6392e-04	 REL : 6.2251e-01
Epoch 34, 50%	 Loss : 4.8814e-05	 RES : 4.7409e-07	 MSE : 1.3377e-04	 REL : 5.6743e-01
Epoch 34, 75%	 Loss : 5.5341e-05	 RES : 4.7271e-07	 MSE : 1.2274e-04	 REL : 5.1363e-01
Training Epoch 34 :	 Loss : 5.0415e-05 	 RES : 5.0356e-07	 MSE : 1.3244e-04	 REL : 5.4596e-01
Validation Epoch 34 :	 Loss : 4.9613e-05	 RES : 4.6124e-07	 MSE : 1.0825e-04	 REL : 4.9607e-01
Training Epoch 34 finished,took current epoch 76.29s,cumulative time 2649.39s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 4.8466e-05	 RES : 3.8215e-07	 MSE : 1.0947e-04	 REL : 5.0872e-01
Epoch 35, 50%	 Loss : 4.9021e-05	 RES : 3.8383e-07	 MSE : 1.0621e-04	 REL : 5.0562e-01
Epoch 35, 75%	 Loss : 5.5430e-05	 RES : 5.5626e-07	 MSE : 1.4782e-04	 REL : 5.6366e-01
Training Epoch 35 :	 Loss : 5.0298e-05 	 RES : 4.8523e-07	 MSE : 1.3234e-04	 REL : 5.4528e-01
Validation Epoch 35 :	 Loss : 5.0017e-05	 RES : 4.7793e-07	 MSE : 1.0974e-04	 REL : 4.9963e-01
Training Epoch 35 finished,took current epoch 76.31s,cumulative time 2725.60s
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 4.8278e-05	 RES : 4.3490e-07	 MSE : 1.0282e-04	 REL : 4.9304e-01
Epoch 36, 50%	 Loss : 4.8458e-05	 RES : 4.5325e-07	 MSE : 1.1986e-04	 REL : 5.3711e-01
Epoch 36, 75%	 Loss : 5.5408e-05	 RES : 5.9312e-07	 MSE : 1.5430e-04	 REL : 5.7589e-01
Training Epoch 36 :	 Loss : 5.0169e-05 	 RES : 4.8675e-07	 MSE : 1.3091e-04	 REL : 5.4267e-01
Validation Epoch 36 :	 Loss : 5.0272e-05	 RES : 4.8700e-07	 MSE : 1.4192e-04	 REL : 5.6808e-01
Training Epoch 36 finished,took current epoch 76.31s,cumulative time 2801.86s
