
Epoch 0, 25%	 Loss : 1.9755e-04	 RES : 5.0620e-06	 MSE : 2.7663e-04	 REL : 8.1349e-01
Epoch 4, 50%	 Loss : 5.1213e-05	 RES : 3.5486e-07	 MSE : 8.3477e-05	 REL : 4.7691e-01
Epoch 4, 75%	 Loss : 5.7268e-05	 RES : 4.2372e-07	 MSE : 1.0596e-04	 REL : 4.7919e-01
Training Epoch 4 :	 Loss : 5.7925e-05 	 RES : 4.9294e-07	 MSE : 1.2109e-04	 REL : 5.2118e-01
Validation Epoch 4 :	 Loss : 5.7450e-05	 RES : 4.9377e-07	 MSE : 1.2400e-04	 REL : 5.3047e-01
Training Epoch 4 finished,took current epoch 263.46s,cumulative time 1316.51s
Learning Rate : 0.01
Epoch 5, 25%	 Loss : 5.5413e-05	 RES : 4.8051e-07	 MSE : 1.0763e-04	 REL : 5.0742e-01
Epoch 5, 50%	 Loss : 5.1899e-05	 RES : 4.1783e-07	 MSE : 8.2632e-05	 REL : 4.7449e-01
Epoch 5, 75%	 Loss : 5.7107e-05	 RES : 4.2009e-07	 MSE : 1.0188e-04	 REL : 4.6986e-01
Training Epoch 5 :	 Loss : 5.7371e-05 	 RES : 5.1140e-07	 MSE : 1.2044e-04	 REL : 5.1995e-01
Validation Epoch 5 :	 Loss : 6.0553e-05	 RES : 6.3946e-07	 MSE : 1.8818e-04	 REL : 6.5414e-01
Training Epoch 5 finished,took current epoch 263.59s,cumulative time 1579.98s
Learning Rate : 0.01
Epoch 6, 25%	 Loss : 5.9464e-05	 RES : 7.3687e-07	 MSE : 1.3409e-04	 REL : 5.6637e-01
Epoch 6, 50%	 Loss : 5.0483e-05	 RES : 3.2628e-07	 MSE : 7.8911e-05	 REL : 4.6369e-01
Epoch 6, 75%	 Loss : 6.1064e-05	 RES : 1.1155e-06	 MSE : 1.3039e-04	 REL : 5.3155e-01
Training Epoch 6 :	 Loss : 5.6679e-05 	 RES : 4.8293e-07	 MSE : 1.1319e-04	 REL : 5.0273e-01
Validation Epoch 6 :	 Loss : 5.5168e-05	 RES : 3.5334e-07	 MSE : 9.9110e-05	 REL : 4.7406e-01
Training Epoch 6 finished,took current epoch 264.23s,cumulative time 1843.88s
MODEL SAVED
Learning Rate : 0.01
Epoch 7, 25%	 Loss : 5.3747e-05	 RES : 3.2868e-07	 MSE : 9.8656e-05	 REL : 4.8581e-01
Epoch 7, 50%	 Loss : 5.2235e-05	 RES : 3.7608e-07	 MSE : 8.7791e-05	 REL : 4.8908e-01
Epoch 7, 75%	 Loss : 5.6320e-05	 RES : 3.6758e-07	 MSE : 9.1317e-05	 REL : 4.4484e-01
Training Epoch 7 :	 Loss : 5.6597e-05 	 RES : 4.8891e-07	 MSE : 1.1422e-04	 REL : 5.0418e-01
Validation Epoch 7 :	 Loss : 5.5265e-05	 RES : 4.3606e-07	 MSE : 1.1193e-04	 REL : 5.0394e-01
Training Epoch 7 finished,took current epoch 264.15s,cumulative time 2107.89s
Learning Rate : 0.01
Epoch 8, 25%	 Loss : 5.3421e-05	 RES : 4.2298e-07	 MSE : 8.8855e-05	 REL : 4.6104e-01
Epoch 8, 50%	 Loss : 4.9143e-05	 RES : 2.7229e-07	 MSE : 6.5510e-05	 REL : 4.2249e-01
Epoch 8, 75%	 Loss : 6.3097e-05	 RES : 8.9126e-07	 MSE : 2.2394e-04	 REL : 6.9661e-01
Training Epoch 8 :	 Loss : 5.6045e-05 	 RES : 4.5205e-07	 MSE : 1.0940e-04	 REL : 4.9226e-01
Validation Epoch 8 :	 Loss : 6.2581e-05	 RES : 8.1012e-07	 MSE : 1.6765e-04	 REL : 6.1726e-01
Training Epoch 8 finished,took current epoch 263.97s,cumulative time 2371.69s
Learning Rate : 0.01
Epoch 9, 25%	 Loss : 5.8802e-05	 RES : 8.2617e-07	 MSE : 1.5349e-04	 REL : 6.0595e-01
Epoch 9, 50%	 Loss : 5.0785e-05	 RES : 3.3343e-07	 MSE : 8.8267e-05	 REL : 4.9041e-01
Epoch 9, 75%	 Loss : 5.6065e-05	 RES : 3.6512e-07	 MSE : 1.2300e-04	 REL : 5.1627e-01
Training Epoch 9 :	 Loss : 5.5585e-05 	 RES : 4.3222e-07	 MSE : 1.0513e-04	 REL : 4.8355e-01
Validation Epoch 9 :	 Loss : 5.4212e-05	 RES : 2.8741e-07	 MSE : 1.0018e-04	 REL : 4.7662e-01
Training Epoch 9 finished,took current epoch 265.29s,cumulative time 2636.67s
MODEL SAVED
Learning Rate : 0.01
Epoch 10, 25%	 Loss : 5.4237e-05	 RES : 3.5253e-07	 MSE : 1.1880e-04	 REL : 5.3311e-01
Epoch 10, 50%	 Loss : 4.8972e-05	 RES : 4.1841e-07	 MSE : 6.3277e-05	 REL : 4.1522e-01
Epoch 10, 75%	 Loss : 5.6970e-05	 RES : 3.7945e-07	 MSE : 9.1514e-05	 REL : 4.4532e-01
Training Epoch 10 :	 Loss : 5.4911e-05 	 RES : 3.9256e-07	 MSE : 9.8407e-05	 REL : 4.6887e-01
Validation Epoch 10 :	 Loss : 5.9221e-05	 RES : 7.3622e-07	 MSE : 1.5347e-04	 REL : 5.9100e-01
Training Epoch 10 finished,took current epoch 265.24s,cumulative time 2901.71s
Learning Rate : 0.01
Epoch 11, 25%	 Loss : 6.0220e-05	 RES : 7.8196e-07	 MSE : 1.2886e-04	 REL : 5.5521e-01
Epoch 11, 50%	 Loss : 4.8657e-05	 RES : 2.7446e-07	 MSE : 6.5945e-05	 REL : 4.2389e-01
Epoch 11, 75%	 Loss : 5.4249e-05	 RES : 2.5992e-07	 MSE : 8.9455e-05	 REL : 4.4028e-01
Training Epoch 11 :	 Loss : 5.4885e-05 	 RES : 3.8785e-07	 MSE : 9.8942e-05	 REL : 4.6705e-01
Validation Epoch 11 :	 Loss : 5.3083e-05	 RES : 2.9196e-07	 MSE : 7.6003e-05	 REL : 4.1489e-01
Training Epoch 11 finished,took current epoch 265.86s,cumulative time 3167.42s
Learning Rate : 0.01
Epoch 12, 25%	 Loss : 5.7643e-05	 RES : 6.6412e-07	 MSE : 1.8557e-04	 REL : 6.6628e-01
Epoch 12, 50%	 Loss : 4.8209e-05	 RES : 2.2977e-07	 MSE : 5.7834e-05	 REL : 3.9696e-01
Epoch 12, 75%	 Loss : 5.4921e-05	 RES : 2.8898e-07	 MSE : 9.4560e-05	 REL : 4.5267e-01
Training Epoch 12 :	 Loss : 5.4481e-05 	 RES : 3.7886e-07	 MSE : 9.5460e-05	 REL : 4.5781e-01
Validation Epoch 12 :	 Loss : 5.4914e-05	 RES : 4.2867e-07	 MSE : 1.1123e-04	 REL : 5.0248e-01
Training Epoch 12 finished,took current epoch 265.11s,cumulative time 3432.35s
Learning Rate : 0.01
Epoch 13, 25%	 Loss : 5.2569e-05	 RES : 3.9143e-07	 MSE : 6.0676e-05	 REL : 3.8099e-01
Epoch 13, 50%	 Loss : 4.9639e-05	 RES : 3.6048e-07	 MSE : 9.0295e-05	 REL : 4.9601e-01
Epoch 13, 75%	 Loss : 5.5992e-05	 RES : 4.7000e-07	 MSE : 8.0225e-05	 REL : 4.1695e-01
Training Epoch 13 :	 Loss : 5.4541e-05 	 RES : 3.7957e-07	 MSE : 9.8822e-05	 REL : 4.6495e-01
Validation Epoch 13 :	 Loss : 5.2789e-05	 RES : 2.4307e-07	 MSE : 7.2536e-05	 REL : 4.0531e-01
Training Epoch 13 finished,took current epoch 264.83s,cumulative time 3696.91s
MODEL SAVED
Learning Rate : 0.01
Epoch 14, 25%	 Loss : 5.5184e-05	 RES : 5.2257e-07	 MSE : 1.5995e-04	 REL : 6.1859e-01
Epoch 14, 50%	 Loss : 4.7893e-05	 RES : 2.3399e-07	 MSE : 5.2477e-05	 REL : 3.7813e-01
Epoch 14, 75%	 Loss : 5.3842e-05	 RES : 2.4233e-07	 MSE : 9.0498e-05	 REL : 4.4284e-01
Training Epoch 14 :	 Loss : 5.3624e-05 	 RES : 3.3148e-07	 MSE : 8.8852e-05	 REL : 4.4318e-01
Validation Epoch 14 :	 Loss : 5.2746e-05	 RES : 2.6359e-07	 MSE : 7.3048e-05	 REL : 4.0676e-01
Training Epoch 14 finished,took current epoch 264.53s,cumulative time 3961.29s
Learning Rate : 0.01
Epoch 15, 25%	 Loss : 5.4744e-05	 RES : 5.0756e-07	 MSE : 1.5968e-04	 REL : 6.1805e-01
Epoch 15, 50%	 Loss : 5.0854e-05	 RES : 3.4879e-07	 MSE : 8.6158e-05	 REL : 4.8451e-01
Epoch 15, 75%	 Loss : 5.3420e-05	 RES : 2.1393e-07	 MSE : 6.5838e-05	 REL : 3.7772e-01
Training Epoch 15 :	 Loss : 5.4546e-05 	 RES : 3.8735e-07	 MSE : 9.8008e-05	 REL : 4.5917e-01
Validation Epoch 15 :	 Loss : 5.2427e-05	 RES : 2.1414e-07	 MSE : 7.1415e-05	 REL : 4.0219e-01
Training Epoch 15 finished,took current epoch 266.64s,cumulative time 4227.66s
MODEL SAVED
Learning Rate : 0.01
Epoch 16, 25%	 Loss : 5.1632e-05	 RES : 3.4279e-07	 MSE : 8.7215e-05	 REL : 4.5677e-01
Epoch 16, 50%	 Loss : 5.0138e-05	 RES : 3.7326e-07	 MSE : 1.3368e-04	 REL : 6.0352e-01
Epoch 16, 75%	 Loss : 5.3244e-05	 RES : 2.5089e-07	 MSE : 6.2259e-05	 REL : 3.6731e-01
Training Epoch 16 :	 Loss : 5.3229e-05 	 RES : 3.0549e-07	 MSE : 8.5139e-05	 REL : 4.3184e-01
Validation Epoch 16 :	 Loss : 5.2215e-05	 RES : 2.1251e-07	 MSE : 6.2080e-05	 REL : 3.7494e-01
Training Epoch 16 finished,took current epoch 265.77s,cumulative time 4493.22s
MODEL SAVED
Learning Rate : 0.01
Epoch 17, 25%	 Loss : 5.0853e-05	 RES : 2.0112e-07	 MSE : 6.7094e-05	 REL : 4.0063e-01
Epoch 17, 50%	 Loss : 4.8062e-05	 RES : 2.5759e-07	 MSE : 8.6776e-05	 REL : 4.8625e-01
Epoch 17, 75%	 Loss : 5.2859e-05	 RES : 2.1889e-07	 MSE : 7.8646e-05	 REL : 4.1282e-01
Training Epoch 17 :	 Loss : 5.3064e-05 	 RES : 2.9495e-07	 MSE : 8.3550e-05	 REL : 4.2974e-01
Validation Epoch 17 :	 Loss : 5.2152e-05	 RES : 2.2637e-07	 MSE : 6.7124e-05	 REL : 3.8988e-01
Training Epoch 17 finished,took current epoch 265.46s,cumulative time 4758.50s
Learning Rate : 0.01
Epoch 18, 25%	 Loss : 6.0020e-05	 RES : 8.8421e-07	 MSE : 1.7456e-04	 REL : 6.4621e-01
Epoch 18, 50%	 Loss : 4.8208e-05	 RES : 4.2182e-07	 MSE : 5.6825e-05	 REL : 3.9348e-01
Epoch 18, 75%	 Loss : 5.3451e-05	 RES : 4.2706e-07	 MSE : 6.9153e-05	 REL : 3.8711e-01
Training Epoch 18 :	 Loss : 5.3496e-05 	 RES : 3.5855e-07	 MSE : 9.1641e-05	 REL : 4.4368e-01
Validation Epoch 18 :	 Loss : 5.2219e-05	 RES : 3.1316e-07	 MSE : 7.7003e-05	 REL : 4.1813e-01
Training Epoch 18 finished,took current epoch 266.16s,cumulative time 5024.51s
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 5.0572e-05	 RES : 1.7795e-07	 MSE : 6.1452e-05	 REL : 3.8342e-01
Epoch 19, 50%	 Loss : 4.7503e-05	 RES : 2.4204e-07	 MSE : 7.2482e-05	 REL : 4.4440e-01
Epoch 19, 75%	 Loss : 5.2811e-05	 RES : 2.2020e-07	 MSE : 6.7184e-05	 REL : 3.8156e-01
Training Epoch 19 :	 Loss : 5.2517e-05 	 RES : 2.7422e-07	 MSE : 7.8501e-05	 REL : 4.1397e-01
Validation Epoch 19 :	 Loss : 5.1867e-05	 RES : 2.2938e-07	 MSE : 6.4235e-05	 REL : 3.8154e-01
Training Epoch 19 finished,took current epoch 265.08s,cumulative time 5289.48s
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 5.0325e-05	 RES : 1.9436e-07	 MSE : 5.6593e-05	 REL : 3.6794e-01
Epoch 20, 50%	 Loss : 4.6881e-05	 RES : 1.9562e-07	 MSE : 4.4833e-05	 REL : 3.4951e-01
Epoch 20, 75%	 Loss : 5.2355e-05	 RES : 2.2538e-07	 MSE : 6.1342e-05	 REL : 3.6459e-01
Training Epoch 20 :	 Loss : 5.2233e-05 	 RES : 2.5277e-07	 MSE : 7.8173e-05	 REL : 4.1506e-01
Validation Epoch 20 :	 Loss : 5.1239e-05	 RES : 1.7663e-07	 MSE : 6.1237e-05	 REL : 3.7231e-01
Training Epoch 20 finished,took current epoch 265.80s,cumulative time 5554.77s
MODEL SAVED
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 5.0372e-05	 RES : 1.9676e-07	 MSE : 6.5763e-05	 REL : 3.9664e-01
Epoch 21, 50%	 Loss : 4.6934e-05	 RES : 1.8892e-07	 MSE : 4.7643e-05	 REL : 3.6029e-01
Epoch 21, 75%	 Loss : 5.2726e-05	 RES : 2.3356e-07	 MSE : 7.0496e-05	 REL : 3.9085e-01
Training Epoch 21 :	 Loss : 5.2426e-05 	 RES : 2.8025e-07	 MSE : 7.9889e-05	 REL : 4.1765e-01
Validation Epoch 21 :	 Loss : 5.1180e-05	 RES : 2.1351e-07	 MSE : 6.2048e-05	 REL : 3.7481e-01
Training Epoch 21 finished,took current epoch 266.65s,cumulative time 5821.27s
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 5.4399e-05	 RES : 4.0006e-07	 MSE : 1.0196e-04	 REL : 4.9386e-01
Epoch 22, 50%	 Loss : 4.8389e-05	 RES : 4.2798e-07	 MSE : 7.8781e-05	 REL : 4.6331e-01
Epoch 22, 75%	 Loss : 5.3513e-05	 RES : 4.0832e-07	 MSE : 1.3342e-04	 REL : 5.3771e-01
Training Epoch 22 :	 Loss : 5.2320e-05 	 RES : 2.8113e-07	 MSE : 8.1586e-05	 REL : 4.2230e-01
Validation Epoch 22 :	 Loss : 5.2478e-05	 RES : 2.4189e-07	 MSE : 9.9983e-05	 REL : 4.7650e-01
Training Epoch 22 finished,took current epoch 268.03s,cumulative time 6089.16s
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 5.2336e-05	 RES : 3.0096e-07	 MSE : 1.0090e-04	 REL : 4.9130e-01
Epoch 23, 50%	 Loss : 4.7618e-05	 RES : 2.0259e-07	 MSE : 5.8870e-05	 REL : 4.0050e-01
Epoch 23, 75%	 Loss : 5.4413e-05	 RES : 3.7623e-07	 MSE : 1.6119e-04	 REL : 5.9102e-01
Training Epoch 23 :	 Loss : 5.2000e-05 	 RES : 2.5782e-07	 MSE : 7.5970e-05	 REL : 4.0732e-01
Validation Epoch 23 :	 Loss : 5.1319e-05	 RES : 1.7557e-07	 MSE : 6.4498e-05	 REL : 3.8241e-01
Training Epoch 23 finished,took current epoch 267.56s,cumulative time 6356.39s
MODEL SAVED
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 5.3269e-05	 RES : 3.4058e-07	 MSE : 7.5469e-05	 REL : 4.2490e-01
Epoch 24, 50%	 Loss : 4.6320e-05	 RES : 1.3582e-07	 MSE : 4.8157e-05	 REL : 3.6223e-01
Epoch 24, 75%	 Loss : 5.2424e-05	 RES : 2.7014e-07	 MSE : 6.4606e-05	 REL : 3.7417e-01
Training Epoch 24 :	 Loss : 5.1786e-05 	 RES : 2.3529e-07	 MSE : 7.2731e-05	 REL : 4.0018e-01
Validation Epoch 24 :	 Loss : 5.1537e-05	 RES : 1.9350e-07	 MSE : 6.7642e-05	 REL : 3.9145e-01
Training Epoch 24 finished,took current epoch 267.78s,cumulative time 6624.05s
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 4.9807e-05	 RES : 1.5360e-07	 MSE : 5.6938e-05	 REL : 3.6906e-01
Epoch 25, 50%	 Loss : 4.9271e-05	 RES : 3.2189e-07	 MSE : 8.6365e-05	 REL : 4.8509e-01
Epoch 25, 75%	 Loss : 5.1510e-05	 RES : 1.5428e-07	 MSE : 6.2661e-05	 REL : 3.6849e-01
Training Epoch 25 :	 Loss : 5.1857e-05 	 RES : 2.5380e-07	 MSE : 7.5691e-05	 REL : 4.0579e-01
Validation Epoch 25 :	 Loss : 5.1633e-05	 RES : 2.0607e-07	 MSE : 7.3903e-05	 REL : 4.0934e-01
Training Epoch 25 finished,took current epoch 267.43s,cumulative time 6891.35s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 4.9983e-05	 RES : 1.6067e-07	 MSE : 5.4583e-05	 REL : 3.6135e-01
Epoch 26, 50%	 Loss : 4.6139e-05	 RES : 1.3520e-07	 MSE : 3.9291e-05	 REL : 3.2719e-01
Epoch 26, 75%	 Loss : 5.1865e-05	 RES : 2.2389e-07	 MSE : 7.1399e-05	 REL : 3.9335e-01
Training Epoch 26 :	 Loss : 5.1494e-05 	 RES : 2.2945e-07	 MSE : 7.0676e-05	 REL : 3.9485e-01
Validation Epoch 26 :	 Loss : 5.1986e-05	 RES : 3.9205e-07	 MSE : 5.0873e-05	 REL : 3.3928e-01
Training Epoch 26 finished,took current epoch 268.86s,cumulative time 7160.07s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 5.1325e-05	 RES : 2.3127e-07	 MSE : 6.9851e-05	 REL : 4.0878e-01
Epoch 27, 50%	 Loss : 4.6447e-05	 RES : 1.2134e-07	 MSE : 4.5440e-05	 REL : 3.5186e-01
Epoch 27, 75%	 Loss : 5.1488e-05	 RES : 1.5240e-07	 MSE : 6.9196e-05	 REL : 3.8723e-01
Training Epoch 27 :	 Loss : 5.1626e-05 	 RES : 2.3742e-07	 MSE : 7.2284e-05	 REL : 3.9614e-01
Validation Epoch 27 :	 Loss : 5.0753e-05	 RES : 2.0198e-07	 MSE : 5.9790e-05	 REL : 3.6789e-01
Training Epoch 27 finished,took current epoch 267.31s,cumulative time 7427.26s
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 4.9874e-05	 RES : 2.0554e-07	 MSE : 5.3334e-05	 REL : 3.5719e-01
Epoch 28, 50%	 Loss : 4.7250e-05	 RES : 2.0713e-07	 MSE : 5.7591e-05	 REL : 3.9613e-01
Epoch 28, 75%	 Loss : 5.3304e-05	 RES : 3.1319e-07	 MSE : 1.1443e-04	 REL : 4.9796e-01
Training Epoch 28 :	 Loss : 5.1149e-05 	 RES : 2.0629e-07	 MSE : 6.4839e-05	 REL : 3.7781e-01
Validation Epoch 28 :	 Loss : 5.0298e-05	 RES : 1.3327e-07	 MSE : 5.1565e-05	 REL : 3.4159e-01
Training Epoch 28 finished,took current epoch 269.81s,cumulative time 7696.80s
MODEL SAVED
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 5.2228e-05	 RES : 4.5887e-07	 MSE : 1.4718e-04	 REL : 5.9337e-01
Epoch 29, 50%	 Loss : 4.6304e-05	 RES : 1.4739e-07	 MSE : 5.2596e-05	 REL : 3.7856e-01
Epoch 29, 75%	 Loss : 5.1657e-05	 RES : 1.4256e-07	 MSE : 5.4812e-05	 REL : 3.4464e-01
Training Epoch 29 :	 Loss : 5.1145e-05 	 RES : 1.9936e-07	 MSE : 6.5941e-05	 REL : 3.7914e-01
Validation Epoch 29 :	 Loss : 5.1483e-05	 RES : 3.3773e-07	 MSE : 8.5255e-05	 REL : 4.3994e-01
Training Epoch 29 finished,took current epoch 268.64s,cumulative time 7965.31s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 4.9291e-05	 RES : 1.3803e-07	 MSE : 5.0337e-05	 REL : 3.4701e-01
Epoch 30, 50%	 Loss : 4.6354e-05	 RES : 1.4106e-07	 MSE : 3.8345e-05	 REL : 3.2323e-01
Epoch 30, 75%	 Loss : 5.1828e-05	 RES : 2.1039e-07	 MSE : 7.9317e-05	 REL : 4.1458e-01
Training Epoch 30 :	 Loss : 5.1040e-05 	 RES : 2.0886e-07	 MSE : 6.5869e-05	 REL : 3.8177e-01
Validation Epoch 30 :	 Loss : 5.1384e-05	 RES : 3.8008e-07	 MSE : 5.9412e-05	 REL : 3.6685e-01
Training Epoch 30 finished,took current epoch 267.31s,cumulative time 8232.49s
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 5.3278e-05	 RES : 5.0994e-07	 MSE : 1.6231e-04	 REL : 6.2312e-01
Epoch 31, 50%	 Loss : 4.6330e-05	 RES : 2.0199e-07	 MSE : 6.4195e-05	 REL : 4.1822e-01
Epoch 31, 75%	 Loss : 5.2049e-05	 RES : 2.1338e-07	 MSE : 6.2609e-05	 REL : 3.6834e-01
Training Epoch 31 :	 Loss : 5.0875e-05 	 RES : 1.9768e-07	 MSE : 6.4031e-05	 REL : 3.7675e-01
Validation Epoch 31 :	 Loss : 5.1684e-05	 RES : 2.8665e-07	 MSE : 7.1022e-05	 REL : 4.0133e-01
Training Epoch 31 finished,took current epoch 267.82s,cumulative time 8500.15s
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 4.8660e-05	 RES : 1.1070e-07	 MSE : 4.5911e-05	 REL : 3.3140e-01
Epoch 32, 50%	 Loss : 4.6507e-05	 RES : 1.2602e-07	 MSE : 3.9861e-05	 REL : 3.2956e-01
Epoch 32, 75%	 Loss : 5.1723e-05	 RES : 2.4300e-07	 MSE : 6.3741e-05	 REL : 3.7165e-01
Training Epoch 32 :	 Loss : 5.1011e-05 	 RES : 2.0200e-07	 MSE : 6.6130e-05	 REL : 3.8048e-01
Validation Epoch 32 :	 Loss : 5.0221e-05	 RES : 1.4536e-07	 MSE : 5.5249e-05	 REL : 3.5366e-01
Training Epoch 32 finished,took current epoch 266.51s,cumulative time 8766.47s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 4.9694e-05	 RES : 1.8553e-07	 MSE : 5.9242e-05	 REL : 3.7646e-01
Epoch 33, 50%	 Loss : 4.5964e-05	 RES : 1.1914e-07	 MSE : 5.0062e-05	 REL : 3.6933e-01
Epoch 33, 75%	 Loss : 5.1287e-05	 RES : 1.6178e-07	 MSE : 6.1884e-05	 REL : 3.6620e-01
Training Epoch 33 :	 Loss : 5.0751e-05 	 RES : 1.8604e-07	 MSE : 6.2203e-05	 REL : 3.6966e-01
Validation Epoch 33 :	 Loss : 5.0187e-05	 RES : 1.6894e-07	 MSE : 5.7584e-05	 REL : 3.6102e-01
Training Epoch 33 finished,took current epoch 266.11s,cumulative time 9032.42s
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 4.8849e-05	 RES : 1.4382e-07	 MSE : 4.8615e-05	 REL : 3.4102e-01
Epoch 34, 50%	 Loss : 4.5647e-05	 RES : 9.7133e-08	 MSE : 3.6025e-05	 REL : 3.1330e-01
Epoch 34, 75%	 Loss : 5.2104e-05	 RES : 2.3653e-07	 MSE : 8.0189e-05	 REL : 4.1686e-01
Training Epoch 34 :	 Loss : 5.0475e-05 	 RES : 1.6708e-07	 MSE : 5.8456e-05	 REL : 3.6062e-01
Validation Epoch 34 :	 Loss : 5.0965e-05	 RES : 2.2420e-07	 MSE : 5.5117e-05	 REL : 3.5325e-01
Training Epoch 34 finished,took current epoch 266.03s,cumulative time 9298.21s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 4.8575e-05	 RES : 1.0395e-07	 MSE : 4.3922e-05	 REL : 3.2415e-01
Epoch 35, 50%	 Loss : 5.4585e-05	 RES : 5.2490e-07	 MSE : 9.0836e-05	 REL : 4.9749e-01
Epoch 35, 75%	 Loss : 5.1095e-05	 RES : 1.5736e-07	 MSE : 6.7992e-05	 REL : 3.8385e-01
Training Epoch 35 :	 Loss : 5.1914e-05 	 RES : 2.5952e-07	 MSE : 7.2440e-05	 REL : 3.9200e-01
Validation Epoch 35 :	 Loss : 4.9714e-05	 RES : 1.1542e-07	 MSE : 5.1418e-05	 REL : 3.4108e-01
Training Epoch 35 finished,took current epoch 266.33s,cumulative time 9564.27s
MODEL SAVED
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 4.8784e-05	 RES : 1.0213e-07	 MSE : 4.2560e-05	 REL : 3.1908e-01
Epoch 36, 50%	 Loss : 4.5418e-05	 RES : 9.6247e-08	 MSE : 3.8900e-05	 REL : 3.2556e-01
Epoch 36, 75%	 Loss : 5.1433e-05	 RES : 1.5553e-07	 MSE : 6.9098e-05	 REL : 3.8696e-01
Training Epoch 36 :	 Loss : 5.0360e-05 	 RES : 1.5851e-07	 MSE : 5.8948e-05	 REL : 3.5991e-01
Validation Epoch 36 :	 Loss : 4.9952e-05	 RES : 1.4722e-07	 MSE : 5.1060e-05	 REL : 3.3989e-01
Training Epoch 36 finished,took current epoch 265.64s,cumulative time 9829.73s
