
Epoch 0, 25%	 Loss : 1.3088e-04	 RES : 2.5584e-05	 MSE : 3.7372e-04	 REL : 9.4553e-01
Epoch 25, 75%	 Loss : 4.7785e-05	 RES : 1.8920e-06	 MSE : 2.4799e-04	 REL : 7.3307e-01
Training Epoch 25 :	 Loss : 4.7380e-05 	 RES : 1.9467e-06	 MSE : 2.3572e-04	 REL : 7.3269e-01
Validation Epoch 25 :	 Loss : 4.6925e-05	 RES : 1.8233e-06	 MSE : 2.2597e-04	 REL : 7.1680e-01
Training Epoch 25 finished,took current epoch 44.89s,cumulative time 1154.78s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 4.6977e-05	 RES : 2.1489e-06	 MSE : 2.2752e-04	 REL : 7.3776e-01
Epoch 26, 50%	 Loss : 4.3926e-05	 RES : 2.0020e-06	 MSE : 2.0189e-04	 REL : 7.4168e-01
Epoch 26, 75%	 Loss : 4.7804e-05	 RES : 2.0710e-06	 MSE : 2.3846e-04	 REL : 7.1885e-01
Training Epoch 26 :	 Loss : 4.7233e-05 	 RES : 1.9021e-06	 MSE : 2.3237e-04	 REL : 7.2772e-01
Validation Epoch 26 :	 Loss : 4.6848e-05	 RES : 1.8714e-06	 MSE : 2.2171e-04	 REL : 7.1003e-01
Training Epoch 26 finished,took current epoch 44.82s,cumulative time 1199.55s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 4.5815e-05	 RES : 1.7694e-06	 MSE : 2.1267e-04	 REL : 7.1327e-01
Epoch 27, 50%	 Loss : 4.3823e-05	 RES : 1.7651e-06	 MSE : 1.8708e-04	 REL : 7.1395e-01
Epoch 27, 75%	 Loss : 4.7682e-05	 RES : 1.8381e-06	 MSE : 2.3861e-04	 REL : 7.1908e-01
Training Epoch 27 :	 Loss : 4.7348e-05 	 RES : 1.9233e-06	 MSE : 2.3442e-04	 REL : 7.3066e-01
Validation Epoch 27 :	 Loss : 4.6681e-05	 RES : 1.7569e-06	 MSE : 2.2245e-04	 REL : 7.1121e-01
Training Epoch 27 finished,took current epoch 45.80s,cumulative time 1245.29s
MODEL SAVED
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 4.5871e-05	 RES : 1.7134e-06	 MSE : 2.1003e-04	 REL : 7.0883e-01
Epoch 28, 50%	 Loss : 4.2656e-05	 RES : 1.5304e-06	 MSE : 1.7912e-04	 REL : 6.9860e-01
Epoch 28, 75%	 Loss : 4.7429e-05	 RES : 1.8381e-06	 MSE : 2.3979e-04	 REL : 7.2085e-01
Training Epoch 28 :	 Loss : 4.7106e-05 	 RES : 1.8823e-06	 MSE : 2.3205e-04	 REL : 7.2726e-01
Validation Epoch 28 :	 Loss : 4.7115e-05	 RES : 1.9708e-06	 MSE : 2.2836e-04	 REL : 7.2057e-01
Training Epoch 28 finished,took current epoch 45.54s,cumulative time 1290.82s
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 4.6024e-05	 RES : 1.8384e-06	 MSE : 2.1781e-04	 REL : 7.2183e-01
Epoch 29, 50%	 Loss : 4.3125e-05	 RES : 1.6450e-06	 MSE : 1.8162e-04	 REL : 7.0347e-01
Epoch 29, 75%	 Loss : 4.7374e-05	 RES : 1.7975e-06	 MSE : 2.3853e-04	 REL : 7.1896e-01
Training Epoch 29 :	 Loss : 4.7089e-05 	 RES : 1.8817e-06	 MSE : 2.3238e-04	 REL : 7.2775e-01
Validation Epoch 29 :	 Loss : 4.7055e-05	 RES : 1.8513e-06	 MSE : 2.2998e-04	 REL : 7.2312e-01
Training Epoch 29 finished,took current epoch 45.01s,cumulative time 1335.81s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 4.6311e-05	 RES : 1.9590e-06	 MSE : 2.2357e-04	 REL : 7.3132e-01
Epoch 30, 50%	 Loss : 4.3145e-05	 RES : 1.7804e-06	 MSE : 1.8150e-04	 REL : 7.0322e-01
Epoch 30, 75%	 Loss : 4.7234e-05	 RES : 1.7895e-06	 MSE : 2.3839e-04	 REL : 7.1875e-01
Training Epoch 30 :	 Loss : 4.7142e-05 	 RES : 1.8886e-06	 MSE : 2.3285e-04	 REL : 7.2821e-01
Validation Epoch 30 :	 Loss : 4.6624e-05	 RES : 1.7599e-06	 MSE : 2.2598e-04	 REL : 7.1681e-01
Training Epoch 30 finished,took current epoch 44.87s,cumulative time 1380.61s
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 4.5923e-05	 RES : 1.7165e-06	 MSE : 2.1020e-04	 REL : 7.0911e-01
Epoch 31, 50%	 Loss : 4.2544e-05	 RES : 1.4943e-06	 MSE : 1.7689e-04	 REL : 6.9423e-01
Epoch 31, 75%	 Loss : 4.7260e-05	 RES : 1.8059e-06	 MSE : 2.3573e-04	 REL : 7.1472e-01
Training Epoch 31 :	 Loss : 4.6950e-05 	 RES : 1.8385e-06	 MSE : 2.3034e-04	 REL : 7.2447e-01
Validation Epoch 31 :	 Loss : 4.6500e-05	 RES : 1.6999e-06	 MSE : 2.2187e-04	 REL : 7.1028e-01
Training Epoch 31 finished,took current epoch 45.40s,cumulative time 1425.96s
MODEL SAVED
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 4.5680e-05	 RES : 1.6144e-06	 MSE : 2.1242e-04	 REL : 7.1286e-01
Epoch 32, 50%	 Loss : 4.3290e-05	 RES : 1.5205e-06	 MSE : 1.7836e-04	 REL : 6.9711e-01
Epoch 32, 75%	 Loss : 4.7292e-05	 RES : 1.8448e-06	 MSE : 2.3907e-04	 REL : 7.1976e-01
Training Epoch 32 :	 Loss : 4.7005e-05 	 RES : 1.8395e-06	 MSE : 2.3049e-04	 REL : 7.2476e-01
Validation Epoch 32 :	 Loss : 4.6610e-05	 RES : 1.7191e-06	 MSE : 2.2537e-04	 REL : 7.1584e-01
Training Epoch 32 finished,took current epoch 45.14s,cumulative time 1471.04s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 4.5645e-05	 RES : 1.6045e-06	 MSE : 2.1142e-04	 REL : 7.1118e-01
Epoch 33, 50%	 Loss : 4.2828e-05	 RES : 1.6003e-06	 MSE : 1.8304e-04	 REL : 7.0620e-01
Epoch 33, 75%	 Loss : 4.7278e-05	 RES : 1.8242e-06	 MSE : 2.3862e-04	 REL : 7.1909e-01
Training Epoch 33 :	 Loss : 4.6891e-05 	 RES : 1.8282e-06	 MSE : 2.2976e-04	 REL : 7.2364e-01
Validation Epoch 33 :	 Loss : 4.6501e-05	 RES : 1.6985e-06	 MSE : 2.2272e-04	 REL : 7.1164e-01
Training Epoch 33 finished,took current epoch 45.05s,cumulative time 1515.96s
MODEL SAVED
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 4.5635e-05	 RES : 1.5984e-06	 MSE : 2.1314e-04	 REL : 7.1406e-01
Epoch 34, 50%	 Loss : 4.2742e-05	 RES : 1.5531e-06	 MSE : 1.8130e-04	 REL : 7.0285e-01
Epoch 34, 75%	 Loss : 4.7217e-05	 RES : 1.8232e-06	 MSE : 2.3470e-04	 REL : 7.1315e-01
Training Epoch 34 :	 Loss : 4.6795e-05 	 RES : 1.8141e-06	 MSE : 2.2893e-04	 REL : 7.2228e-01
Validation Epoch 34 :	 Loss : 4.6550e-05	 RES : 1.7109e-06	 MSE : 2.2366e-04	 REL : 7.1312e-01
Training Epoch 34 finished,took current epoch 45.55s,cumulative time 1561.45s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 4.5588e-05	 RES : 1.6095e-06	 MSE : 2.0964e-04	 REL : 7.0817e-01
Epoch 35, 50%	 Loss : 4.2739e-05	 RES : 1.5382e-06	 MSE : 1.7965e-04	 REL : 6.9963e-01
Epoch 35, 75%	 Loss : 4.7246e-05	 RES : 1.8477e-06	 MSE : 2.3548e-04	 REL : 7.1434e-01
Training Epoch 35 :	 Loss : 4.6816e-05 	 RES : 1.8143e-06	 MSE : 2.2911e-04	 REL : 7.2260e-01
Validation Epoch 35 :	 Loss : 4.6592e-05	 RES : 1.7345e-06	 MSE : 2.2802e-04	 REL : 7.2004e-01
Training Epoch 35 finished,took current epoch 45.59s,cumulative time 1606.99s
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 4.5815e-05	 RES : 1.6364e-06	 MSE : 2.0899e-04	 REL : 7.0707e-01
Epoch 36, 50%	 Loss : 4.2482e-05	 RES : 1.4928e-06	 MSE : 1.8171e-04	 REL : 7.0363e-01
Epoch 36, 75%	 Loss : 4.7121e-05	 RES : 1.7846e-06	 MSE : 2.3804e-04	 REL : 7.1821e-01
Training Epoch 36 :	 Loss : 4.6789e-05 	 RES : 1.8112e-06	 MSE : 2.2929e-04	 REL : 7.2276e-01
Validation Epoch 36 :	 Loss : 4.6373e-05	 RES : 1.6841e-06	 MSE : 2.2149e-04	 REL : 7.0967e-01
