
Epoch 0, 25%	 Loss : 1.9986e-04	 RES : 1.4596e-05	 MSE : 3.5509e-04	 REL : 9.2166e-01
Learning Rate : 0.01
Epoch 5, 25%	 Loss : 9.8912e-05	 RES : 8.3158e-06	 MSE : 7.8533e-04	 REL : 1.3707e+00
Epoch 5, 50%	 Loss : 5.0343e-05	 RES : 9.8226e-07	 MSE : 1.4925e-04	 REL : 6.3769e-01
Epoch 5, 75%	 Loss : 5.6107e-05	 RES : 1.0632e-06	 MSE : 1.8836e-04	 REL : 6.3888e-01
Training Epoch 5 :	 Loss : 5.7043e-05 	 RES : 1.2896e-06	 MSE : 2.0242e-04	 REL : 6.7431e-01
Validation Epoch 5 :	 Loss : 5.4862e-05	 RES : 1.0037e-06	 MSE : 1.7865e-04	 REL : 6.3708e-01
Training Epoch 5 finished,took current epoch 105.86s,cumulative time 632.48s
MODEL SAVED
Learning Rate : 0.01
Epoch 6, 25%	 Loss : 5.3196e-05	 RES : 8.9031e-07	 MSE : 1.6369e-04	 REL : 6.2576e-01
Epoch 6, 50%	 Loss : 5.0201e-05	 RES : 9.6454e-07	 MSE : 1.5032e-04	 REL : 6.3999e-01
Epoch 6, 75%	 Loss : 5.6886e-05	 RES : 1.2415e-06	 MSE : 2.1841e-04	 REL : 6.8797e-01
Training Epoch 6 :	 Loss : 5.5935e-05 	 RES : 1.1379e-06	 MSE : 1.9581e-04	 REL : 6.6477e-01
Validation Epoch 6 :	 Loss : 5.5232e-05	 RES : 9.0345e-07	 MSE : 1.7012e-04	 REL : 6.2174e-01
Training Epoch 6 finished,took current epoch 107.35s,cumulative time 739.50s
MODEL SAVED
Learning Rate : 0.01
Epoch 7, 25%	 Loss : 5.2528e-05	 RES : 8.1994e-07	 MSE : 1.6192e-04	 REL : 6.2237e-01
Epoch 7, 50%	 Loss : 4.9119e-05	 RES : 7.2918e-07	 MSE : 1.3073e-04	 REL : 5.9682e-01
Epoch 7, 75%	 Loss : 5.6580e-05	 RES : 1.1707e-06	 MSE : 2.2030e-04	 REL : 6.9093e-01
Training Epoch 7 :	 Loss : 5.5341e-05 	 RES : 1.0521e-06	 MSE : 1.9218e-04	 REL : 6.5891e-01
Validation Epoch 7 :	 Loss : 5.7439e-05	 RES : 1.2135e-06	 MSE : 2.1680e-04	 REL : 7.0255e-01
Training Epoch 7 finished,took current epoch 106.68s,cumulative time 846.12s
Learning Rate : 0.01
Epoch 8, 25%	 Loss : 5.3432e-05	 RES : 8.6136e-07	 MSE : 1.7803e-04	 REL : 6.5259e-01
Epoch 8, 50%	 Loss : 4.8886e-05	 RES : 7.0858e-07	 MSE : 1.2671e-04	 REL : 5.8757e-01
Epoch 8, 75%	 Loss : 5.5562e-05	 RES : 1.0241e-06	 MSE : 2.0548e-04	 REL : 6.6728e-01
Training Epoch 8 :	 Loss : 5.4664e-05 	 RES : 9.6632e-07	 MSE : 1.8589e-04	 REL : 6.4749e-01
Validation Epoch 8 :	 Loss : 5.4172e-05	 RES : 8.4343e-07	 MSE : 1.7304e-04	 REL : 6.2695e-01
Training Epoch 8 finished,took current epoch 106.70s,cumulative time 952.69s
MODEL SAVED
Learning Rate : 0.01
Epoch 9, 25%	 Loss : 5.1606e-05	 RES : 7.1733e-07	 MSE : 1.4879e-04	 REL : 5.9661e-01
Epoch 9, 50%	 Loss : 5.0560e-05	 RES : 7.4013e-07	 MSE : 1.4652e-04	 REL : 6.3184e-01
Epoch 9, 75%	 Loss : 5.9029e-05	 RES : 1.2054e-06	 MSE : 2.1648e-04	 REL : 6.8491e-01
Training Epoch 9 :	 Loss : 5.4337e-05 	 RES : 9.1662e-07	 MSE : 1.8202e-04	 REL : 6.3995e-01
Validation Epoch 9 :	 Loss : 5.2680e-05	 RES : 7.0602e-07	 MSE : 1.5332e-04	 REL : 5.9010e-01
Training Epoch 9 finished,took current epoch 107.15s,cumulative time 1059.71s
MODEL SAVED
Learning Rate : 0.01
Epoch 10, 25%	 Loss : 5.1954e-05	 RES : 7.2703e-07	 MSE : 1.6234e-04	 REL : 6.2319e-01
Epoch 10, 50%	 Loss : 4.8054e-05	 RES : 6.0670e-07	 MSE : 1.1922e-04	 REL : 5.6995e-01
Epoch 10, 75%	 Loss : 5.5333e-05	 RES : 8.2587e-07	 MSE : 1.6936e-04	 REL : 6.0580e-01
Training Epoch 10 :	 Loss : 5.3898e-05 	 RES : 8.6552e-07	 MSE : 1.7909e-04	 REL : 6.3440e-01
Validation Epoch 10 :	 Loss : 5.2803e-05	 RES : 6.7022e-07	 MSE : 1.5111e-04	 REL : 5.8580e-01
Training Epoch 10 finished,took current epoch 107.20s,cumulative time 1166.80s
MODEL SAVED
Learning Rate : 0.01
Epoch 11, 25%	 Loss : 5.0937e-05	 RES : 6.2234e-07	 MSE : 1.4270e-04	 REL : 5.8428e-01
Epoch 11, 50%	 Loss : 4.9219e-05	 RES : 6.9371e-07	 MSE : 1.4158e-04	 REL : 6.2109e-01
Epoch 11, 75%	 Loss : 5.6612e-05	 RES : 1.1398e-06	 MSE : 2.3329e-04	 REL : 7.1101e-01
Training Epoch 11 :	 Loss : 5.3657e-05 	 RES : 8.3834e-07	 MSE : 1.7866e-04	 REL : 6.3212e-01
Validation Epoch 11 :	 Loss : 5.3772e-05	 RES : 7.5347e-07	 MSE : 1.6257e-04	 REL : 6.0762e-01
Training Epoch 11 finished,took current epoch 106.87s,cumulative time 1273.60s
Learning Rate : 0.01
Epoch 12, 25%	 Loss : 5.0584e-05	 RES : 5.9941e-07	 MSE : 1.3805e-04	 REL : 5.7468e-01
Epoch 12, 50%	 Loss : 4.8076e-05	 RES : 5.9833e-07	 MSE : 1.2091e-04	 REL : 5.7398e-01
Epoch 12, 75%	 Loss : 5.5881e-05	 RES : 1.1226e-06	 MSE : 2.4585e-04	 REL : 7.2990e-01
Training Epoch 12 :	 Loss : 5.3094e-05 	 RES : 7.7393e-07	 MSE : 1.7289e-04	 REL : 6.2436e-01
Validation Epoch 12 :	 Loss : 5.1849e-05	 RES : 6.1168e-07	 MSE : 1.4050e-04	 REL : 5.6487e-01
Training Epoch 12 finished,took current epoch 107.20s,cumulative time 1380.68s
MODEL SAVED
Learning Rate : 0.01
Epoch 13, 25%	 Loss : 5.0743e-05	 RES : 6.1532e-07	 MSE : 1.5044e-04	 REL : 5.9990e-01
Epoch 13, 50%	 Loss : 4.8923e-05	 RES : 7.1028e-07	 MSE : 1.4278e-04	 REL : 6.2373e-01
Epoch 13, 75%	 Loss : 5.4254e-05	 RES : 9.2328e-07	 MSE : 2.0748e-04	 REL : 6.7052e-01
Training Epoch 13 :	 Loss : 5.2868e-05 	 RES : 7.5408e-07	 MSE : 1.7200e-04	 REL : 6.2243e-01
Validation Epoch 13 :	 Loss : 5.2658e-05	 RES : 8.0664e-07	 MSE : 1.4433e-04	 REL : 5.7269e-01
Training Epoch 13 finished,took current epoch 107.08s,cumulative time 1487.68s
Learning Rate : 0.01
Epoch 14, 25%	 Loss : 5.0284e-05	 RES : 5.3717e-07	 MSE : 1.3071e-04	 REL : 5.5920e-01
Epoch 14, 50%	 Loss : 4.9970e-05	 RES : 8.8700e-07	 MSE : 1.6467e-04	 REL : 6.6983e-01
Epoch 14, 75%	 Loss : 5.3147e-05	 RES : 7.2969e-07	 MSE : 1.7085e-04	 REL : 6.0847e-01
Training Epoch 14 :	 Loss : 5.2631e-05 	 RES : 7.2498e-07	 MSE : 1.6617e-04	 REL : 6.1108e-01
Validation Epoch 14 :	 Loss : 5.1501e-05	 RES : 5.5297e-07	 MSE : 1.3437e-04	 REL : 5.5237e-01
Training Epoch 14 finished,took current epoch 107.36s,cumulative time 1594.88s
MODEL SAVED
Learning Rate : 0.01
Epoch 15, 25%	 Loss : 4.9912e-05	 RES : 5.1731e-07	 MSE : 1.2943e-04	 REL : 5.5643e-01
Epoch 15, 50%	 Loss : 4.8297e-05	 RES : 6.5326e-07	 MSE : 1.4023e-04	 REL : 6.1813e-01
Epoch 15, 75%	 Loss : 5.2838e-05	 RES : 5.7730e-07	 MSE : 1.4001e-04	 REL : 5.5083e-01
Training Epoch 15 :	 Loss : 5.2331e-05 	 RES : 6.8383e-07	 MSE : 1.6323e-04	 REL : 6.0674e-01
Validation Epoch 15 :	 Loss : 5.1650e-05	 RES : 6.3051e-07	 MSE : 1.5052e-04	 REL : 5.8461e-01
Training Epoch 15 finished,took current epoch 106.72s,cumulative time 1701.53s
Learning Rate : 0.01
Epoch 16, 25%	 Loss : 5.0140e-05	 RES : 5.6482e-07	 MSE : 1.2695e-04	 REL : 5.5108e-01
Epoch 16, 50%	 Loss : 4.6777e-05	 RES : 4.8178e-07	 MSE : 1.0958e-04	 REL : 5.4641e-01
Epoch 16, 75%	 Loss : 5.2562e-05	 RES : 6.1924e-07	 MSE : 1.6452e-04	 REL : 5.9709e-01
Training Epoch 16 :	 Loss : 5.2204e-05 	 RES : 6.7699e-07	 MSE : 1.6160e-04	 REL : 6.0267e-01
Validation Epoch 16 :	 Loss : 5.1209e-05	 RES : 5.6025e-07	 MSE : 1.3320e-04	 REL : 5.5000e-01
Training Epoch 16 finished,took current epoch 107.08s,cumulative time 1808.55s
Learning Rate : 0.01
Epoch 17, 25%	 Loss : 5.0198e-05	 RES : 5.5427e-07	 MSE : 1.4723e-04	 REL : 5.9348e-01
Epoch 17, 50%	 Loss : 4.7363e-05	 RES : 4.6181e-07	 MSE : 1.0824e-04	 REL : 5.4306e-01
Epoch 17, 75%	 Loss : 5.2488e-05	 RES : 6.7684e-07	 MSE : 1.6561e-04	 REL : 5.9906e-01
Training Epoch 17 :	 Loss : 5.2036e-05 	 RES : 6.5592e-07	 MSE : 1.6114e-04	 REL : 6.0245e-01
Validation Epoch 17 :	 Loss : 5.2250e-05	 RES : 6.7206e-07	 MSE : 1.3593e-04	 REL : 5.5549e-01
Training Epoch 17 finished,took current epoch 107.55s,cumulative time 1915.99s
Learning Rate : 0.01
Epoch 18, 25%	 Loss : 4.9914e-05	 RES : 4.8989e-07	 MSE : 1.2646e-04	 REL : 5.5003e-01
Epoch 18, 50%	 Loss : 4.7477e-05	 RES : 4.3739e-07	 MSE : 1.0615e-04	 REL : 5.3779e-01
Epoch 18, 75%	 Loss : 5.2206e-05	 RES : 5.4610e-07	 MSE : 1.4191e-04	 REL : 5.5454e-01
Training Epoch 18 :	 Loss : 5.1860e-05 	 RES : 6.2879e-07	 MSE : 1.5480e-04	 REL : 5.9007e-01
Validation Epoch 18 :	 Loss : 5.1036e-05	 RES : 4.9800e-07	 MSE : 1.3652e-04	 REL : 5.5666e-01
Training Epoch 18 finished,took current epoch 107.87s,cumulative time 2023.71s
MODEL SAVED
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 5.0273e-05	 RES : 5.7486e-07	 MSE : 1.5427e-04	 REL : 6.0749e-01
Epoch 19, 50%	 Loss : 4.7143e-05	 RES : 4.4339e-07	 MSE : 1.0568e-04	 REL : 5.3662e-01
Epoch 19, 75%	 Loss : 5.3539e-05	 RES : 7.7742e-07	 MSE : 1.9947e-04	 REL : 6.5746e-01
Training Epoch 19 :	 Loss : 5.1799e-05 	 RES : 6.1710e-07	 MSE : 1.5444e-04	 REL : 5.8921e-01
Validation Epoch 19 :	 Loss : 5.0938e-05	 RES : 5.1828e-07	 MSE : 1.4159e-04	 REL : 5.6694e-01
Training Epoch 19 finished,took current epoch 107.60s,cumulative time 2131.22s
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 4.9935e-05	 RES : 4.6887e-07	 MSE : 1.2134e-04	 REL : 5.3878e-01
Epoch 20, 50%	 Loss : 4.6525e-05	 RES : 4.6699e-07	 MSE : 1.0724e-04	 REL : 5.4054e-01
Epoch 20, 75%	 Loss : 5.3220e-05	 RES : 7.4670e-07	 MSE : 1.9679e-04	 REL : 6.5303e-01
Training Epoch 20 :	 Loss : 5.1588e-05 	 RES : 5.8470e-07	 MSE : 1.5065e-04	 REL : 5.8228e-01
Validation Epoch 20 :	 Loss : 5.0785e-05	 RES : 4.8264e-07	 MSE : 1.2949e-04	 REL : 5.4212e-01
Training Epoch 20 finished,took current epoch 108.15s,cumulative time 2239.21s
MODEL SAVED
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 4.9860e-05	 RES : 4.5169e-07	 MSE : 1.2778e-04	 REL : 5.5288e-01
Epoch 21, 50%	 Loss : 4.7127e-05	 RES : 4.8070e-07	 MSE : 1.1628e-04	 REL : 5.6287e-01
Epoch 21, 75%	 Loss : 5.2283e-05	 RES : 6.1760e-07	 MSE : 1.6352e-04	 REL : 5.9526e-01
Training Epoch 21 :	 Loss : 5.1558e-05 	 RES : 5.7733e-07	 MSE : 1.4902e-04	 REL : 5.7932e-01
Validation Epoch 21 :	 Loss : 5.0713e-05	 RES : 4.5261e-07	 MSE : 1.2687e-04	 REL : 5.3658e-01
Training Epoch 21 finished,took current epoch 107.50s,cumulative time 2346.52s
MODEL SAVED
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 4.9697e-05	 RES : 4.6250e-07	 MSE : 1.2882e-04	 REL : 5.5513e-01
Epoch 22, 50%	 Loss : 4.6249e-05	 RES : 4.0823e-07	 MSE : 1.0135e-04	 REL : 5.2550e-01
Epoch 22, 75%	 Loss : 5.1764e-05	 RES : 5.0885e-07	 MSE : 1.3888e-04	 REL : 5.4859e-01
Training Epoch 22 :	 Loss : 5.1427e-05 	 RES : 5.5674e-07	 MSE : 1.4821e-04	 REL : 5.7774e-01
Validation Epoch 22 :	 Loss : 5.0664e-05	 RES : 4.7604e-07	 MSE : 1.2495e-04	 REL : 5.3266e-01
Training Epoch 22 finished,took current epoch 107.90s,cumulative time 2454.33s
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 4.9709e-05	 RES : 4.9704e-07	 MSE : 1.3025e-04	 REL : 5.5821e-01
Epoch 23, 50%	 Loss : 4.6394e-05	 RES : 3.7790e-07	 MSE : 9.8545e-05	 REL : 5.1817e-01
Epoch 23, 75%	 Loss : 5.2712e-05	 RES : 6.6543e-07	 MSE : 1.7649e-04	 REL : 6.1843e-01
Training Epoch 23 :	 Loss : 5.1393e-05 	 RES : 5.5222e-07	 MSE : 1.4612e-04	 REL : 5.7338e-01
Validation Epoch 23 :	 Loss : 5.0512e-05	 RES : 4.5553e-07	 MSE : 1.2112e-04	 REL : 5.2438e-01
Training Epoch 23 finished,took current epoch 108.07s,cumulative time 2562.31s
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 4.9352e-05	 RES : 4.4022e-07	 MSE : 1.1888e-04	 REL : 5.3328e-01
Epoch 24, 50%	 Loss : 4.6079e-05	 RES : 3.6825e-07	 MSE : 9.7802e-05	 REL : 5.1622e-01
Epoch 24, 75%	 Loss : 5.2634e-05	 RES : 6.0754e-07	 MSE : 1.7983e-04	 REL : 6.2425e-01
Training Epoch 24 :	 Loss : 5.1259e-05 	 RES : 5.3062e-07	 MSE : 1.4325e-04	 REL : 5.6701e-01
Validation Epoch 24 :	 Loss : 5.0484e-05	 RES : 4.5711e-07	 MSE : 1.1996e-04	 REL : 5.2186e-01
Training Epoch 24 finished,took current epoch 108.31s,cumulative time 2670.54s
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 4.9312e-05	 RES : 4.2347e-07	 MSE : 1.1976e-04	 REL : 5.3524e-01
Epoch 25, 50%	 Loss : 4.6041e-05	 RES : 3.6212e-07	 MSE : 9.9876e-05	 REL : 5.2166e-01
Epoch 25, 75%	 Loss : 5.1722e-05	 RES : 5.1220e-07	 MSE : 1.3463e-04	 REL : 5.4013e-01
Training Epoch 25 :	 Loss : 5.1113e-05 	 RES : 5.1560e-07	 MSE : 1.4056e-04	 REL : 5.6221e-01
Validation Epoch 25 :	 Loss : 5.0528e-05	 RES : 4.4188e-07	 MSE : 1.2023e-04	 REL : 5.2230e-01
Training Epoch 25 finished,took current epoch 107.87s,cumulative time 2778.25s
MODEL SAVED
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 4.8987e-05	 RES : 4.1551e-07	 MSE : 1.1138e-04	 REL : 5.1617e-01
Epoch 26, 50%	 Loss : 4.6179e-05	 RES : 3.5605e-07	 MSE : 9.3603e-05	 REL : 5.0501e-01
Epoch 26, 75%	 Loss : 5.1899e-05	 RES : 5.1688e-07	 MSE : 1.5289e-04	 REL : 5.7559e-01
Training Epoch 26 :	 Loss : 5.0984e-05 	 RES : 4.9955e-07	 MSE : 1.3813e-04	 REL : 5.5755e-01
Validation Epoch 26 :	 Loss : 5.0469e-05	 RES : 4.6461e-07	 MSE : 1.2273e-04	 REL : 5.2772e-01
Training Epoch 26 finished,took current epoch 107.83s,cumulative time 2886.02s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 4.8946e-05	 RES : 4.2406e-07	 MSE : 1.1082e-04	 REL : 5.1489e-01
Epoch 27, 50%	 Loss : 4.6156e-05	 RES : 3.5715e-07	 MSE : 8.9653e-05	 REL : 4.9424e-01
Epoch 27, 75%	 Loss : 5.1391e-05	 RES : 4.5660e-07	 MSE : 1.2894e-04	 REL : 5.2859e-01
Training Epoch 27 :	 Loss : 5.0809e-05 	 RES : 4.9689e-07	 MSE : 1.3671e-04	 REL : 5.5492e-01
Validation Epoch 27 :	 Loss : 5.0306e-05	 RES : 4.1936e-07	 MSE : 1.2485e-04	 REL : 5.3225e-01
Training Epoch 27 finished,took current epoch 107.92s,cumulative time 2993.81s
MODEL SAVED
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 4.9207e-05	 RES : 4.3634e-07	 MSE : 1.1652e-04	 REL : 5.2797e-01
Epoch 28, 50%	 Loss : 4.6293e-05	 RES : 3.8344e-07	 MSE : 9.7041e-05	 REL : 5.1420e-01
Epoch 28, 75%	 Loss : 5.1601e-05	 RES : 5.1993e-07	 MSE : 1.5134e-04	 REL : 5.7268e-01
Training Epoch 28 :	 Loss : 5.0605e-05 	 RES : 4.7086e-07	 MSE : 1.3422e-04	 REL : 5.5080e-01
Validation Epoch 28 :	 Loss : 5.0049e-05	 RES : 3.8039e-07	 MSE : 1.1318e-04	 REL : 5.0681e-01
Training Epoch 28 finished,took current epoch 107.83s,cumulative time 3101.48s
MODEL SAVED
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 4.9191e-05	 RES : 4.3343e-07	 MSE : 1.1496e-04	 REL : 5.2441e-01
Epoch 29, 50%	 Loss : 4.6036e-05	 RES : 3.5654e-07	 MSE : 9.0625e-05	 REL : 4.9691e-01
Epoch 29, 75%	 Loss : 5.1696e-05	 RES : 5.4254e-07	 MSE : 1.5719e-04	 REL : 5.8364e-01
Training Epoch 29 :	 Loss : 5.0581e-05 	 RES : 4.7773e-07	 MSE : 1.3418e-04	 REL : 5.5002e-01
Validation Epoch 29 :	 Loss : 5.0013e-05	 RES : 4.2376e-07	 MSE : 1.1512e-04	 REL : 5.1106e-01
Training Epoch 29 finished,took current epoch 108.17s,cumulative time 3209.58s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 4.8582e-05	 RES : 3.5758e-07	 MSE : 1.0823e-04	 REL : 5.0884e-01
Epoch 30, 50%	 Loss : 4.5689e-05	 RES : 3.6582e-07	 MSE : 9.6267e-05	 REL : 5.1215e-01
Epoch 30, 75%	 Loss : 5.1320e-05	 RES : 5.1716e-07	 MSE : 1.5013e-04	 REL : 5.7037e-01
Training Epoch 30 :	 Loss : 5.0456e-05 	 RES : 4.6426e-07	 MSE : 1.3196e-04	 REL : 5.4605e-01
Validation Epoch 30 :	 Loss : 4.9783e-05	 RES : 3.7289e-07	 MSE : 1.1275e-04	 REL : 5.0586e-01
Training Epoch 30 finished,took current epoch 107.62s,cumulative time 3317.08s
MODEL SAVED
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 4.9255e-05	 RES : 3.9324e-07	 MSE : 1.0953e-04	 REL : 5.1188e-01
Epoch 31, 50%	 Loss : 4.5764e-05	 RES : 3.4952e-07	 MSE : 8.7691e-05	 REL : 4.8880e-01
Epoch 31, 75%	 Loss : 5.1510e-05	 RES : 5.1432e-07	 MSE : 1.4854e-04	 REL : 5.6736e-01
Training Epoch 31 :	 Loss : 5.0390e-05 	 RES : 4.6344e-07	 MSE : 1.3175e-04	 REL : 5.4538e-01
Validation Epoch 31 :	 Loss : 4.9782e-05	 RES : 3.7163e-07	 MSE : 1.1234e-04	 REL : 5.0492e-01
Training Epoch 31 finished,took current epoch 108.64s,cumulative time 3425.60s
MODEL SAVED
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 4.8802e-05	 RES : 3.7480e-07	 MSE : 1.0781e-04	 REL : 5.0784e-01
Epoch 32, 50%	 Loss : 4.5518e-05	 RES : 3.4245e-07	 MSE : 8.8564e-05	 REL : 4.9123e-01
Epoch 32, 75%	 Loss : 5.1504e-05	 RES : 5.0094e-07	 MSE : 1.4075e-04	 REL : 5.5228e-01
Training Epoch 32 :	 Loss : 5.0328e-05 	 RES : 4.5740e-07	 MSE : 1.3083e-04	 REL : 5.4355e-01
Validation Epoch 32 :	 Loss : 4.9809e-05	 RES : 3.7236e-07	 MSE : 1.1277e-04	 REL : 5.0583e-01
Training Epoch 32 finished,took current epoch 108.51s,cumulative time 3534.03s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 4.8765e-05	 RES : 4.3511e-07	 MSE : 1.1538e-04	 REL : 5.2537e-01
Epoch 33, 50%	 Loss : 4.6057e-05	 RES : 3.9888e-07	 MSE : 1.0080e-04	 REL : 5.2408e-01
Epoch 33, 75%	 Loss : 5.1557e-05	 RES : 5.6465e-07	 MSE : 1.6332e-04	 REL : 5.9490e-01
Training Epoch 33 :	 Loss : 5.0318e-05 	 RES : 4.5850e-07	 MSE : 1.3024e-04	 REL : 5.4252e-01
Validation Epoch 33 :	 Loss : 4.9999e-05	 RES : 4.4166e-07	 MSE : 1.2066e-04	 REL : 5.2322e-01
Training Epoch 33 finished,took current epoch 107.42s,cumulative time 3641.39s
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 4.8572e-05	 RES : 3.8963e-07	 MSE : 1.1039e-04	 REL : 5.1388e-01
Epoch 34, 50%	 Loss : 4.6127e-05	 RES : 4.1079e-07	 MSE : 1.0229e-04	 REL : 5.2793e-01
Epoch 34, 75%	 Loss : 5.1278e-05	 RES : 5.3086e-07	 MSE : 1.5686e-04	 REL : 5.8303e-01
Training Epoch 34 :	 Loss : 5.0256e-05 	 RES : 4.5282e-07	 MSE : 1.2898e-04	 REL : 5.3998e-01
Validation Epoch 34 :	 Loss : 4.9959e-05	 RES : 4.3708e-07	 MSE : 1.1974e-04	 REL : 5.2123e-01
Training Epoch 34 finished,took current epoch 107.82s,cumulative time 3749.15s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 4.8558e-05	 RES : 3.7505e-07	 MSE : 1.0819e-04	 REL : 5.0875e-01
Epoch 35, 50%	 Loss : 4.6045e-05	 RES : 3.9005e-07	 MSE : 9.5326e-05	 REL : 5.0964e-01
Epoch 35, 75%	 Loss : 5.1231e-05	 RES : 5.1188e-07	 MSE : 1.5282e-04	 REL : 5.7547e-01
Training Epoch 35 :	 Loss : 5.0217e-05 	 RES : 4.4916e-07	 MSE : 1.2814e-04	 REL : 5.3821e-01
Validation Epoch 35 :	 Loss : 5.0106e-05	 RES : 4.3938e-07	 MSE : 1.1827e-04	 REL : 5.1801e-01
Training Epoch 35 finished,took current epoch 107.44s,cumulative time 3856.53s
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 4.8503e-05	 RES : 3.7982e-07	 MSE : 1.0866e-04	 REL : 5.0985e-01
Epoch 36, 50%	 Loss : 4.6703e-05	 RES : 3.9433e-07	 MSE : 9.7714e-05	 REL : 5.1598e-01
Epoch 36, 75%	 Loss : 5.1332e-05	 RES : 5.3636e-07	 MSE : 1.5989e-04	 REL : 5.8862e-01
Training Epoch 36 :	 Loss : 5.0135e-05 	 RES : 4.4149e-07	 MSE : 1.2735e-04	 REL : 5.3672e-01
