
Epoch 0, 25%	 Loss : 1.0757e-04	 RES : 1.8879e-05	 MSE : 4.0374e-04	 REL : 9.8277e-01
Training Epoch 3 :	 Loss : 4.7695e-05 	 RES : 2.2198e-06	 MSE : 2.3995e-04	 REL : 7.3883e-01
Validation Epoch 3 :	 Loss : 4.7146e-05	 RES : 1.9441e-06	 MSE : 2.2464e-04	 REL : 7.1477e-01
Training Epoch 3 finished,took current epoch 70.91s,cumulative time 286.41s
MODEL SAVED
Learning Rate : 0.01
Epoch 4, 25%	 Loss : 4.6185e-05	 RES : 1.9477e-06	 MSE : 2.1724e-04	 REL : 7.2089e-01
Epoch 4, 50%	 Loss : 4.3040e-05	 RES : 1.6853e-06	 MSE : 1.8112e-04	 REL : 7.0248e-01
Epoch 4, 75%	 Loss : 4.7984e-05	 RES : 2.0623e-06	 MSE : 2.5426e-04	 REL : 7.4227e-01
Training Epoch 4 :	 Loss : 4.7253e-05 	 RES : 2.0531e-06	 MSE : 2.3523e-04	 REL : 7.3171e-01
Validation Epoch 4 :	 Loss : 4.6808e-05	 RES : 1.8418e-06	 MSE : 2.2490e-04	 REL : 7.1513e-01
Training Epoch 4 finished,took current epoch 71.11s,cumulative time 357.46s
MODEL SAVED
Learning Rate : 0.01
Epoch 5, 25%	 Loss : 4.5692e-05	 RES : 1.7371e-06	 MSE : 2.1143e-04	 REL : 7.1120e-01
Epoch 5, 50%	 Loss : 4.2983e-05	 RES : 1.7014e-06	 MSE : 1.8664e-04	 REL : 7.1311e-01
Epoch 5, 75%	 Loss : 4.7484e-05	 RES : 1.9390e-06	 MSE : 2.4338e-04	 REL : 7.2622e-01
Training Epoch 5 :	 Loss : 4.7151e-05 	 RES : 2.0551e-06	 MSE : 2.3439e-04	 REL : 7.2921e-01
Validation Epoch 5 :	 Loss : 4.6580e-05	 RES : 1.8079e-06	 MSE : 2.2395e-04	 REL : 7.1360e-01
Training Epoch 5 finished,took current epoch 70.79s,cumulative time 428.08s
MODEL SAVED
Learning Rate : 0.01
Epoch 6, 25%	 Loss : 4.5554e-05	 RES : 1.7591e-06	 MSE : 2.1019e-04	 REL : 7.0911e-01
Epoch 6, 50%	 Loss : 4.2974e-05	 RES : 1.5815e-06	 MSE : 1.7972e-04	 REL : 6.9978e-01
Epoch 6, 75%	 Loss : 4.7277e-05	 RES : 1.9070e-06	 MSE : 2.3881e-04	 REL : 7.1937e-01
Training Epoch 6 :	 Loss : 4.6816e-05 	 RES : 1.9630e-06	 MSE : 2.3155e-04	 REL : 7.2629e-01
Validation Epoch 6 :	 Loss : 4.6481e-05	 RES : 1.7980e-06	 MSE : 2.2525e-04	 REL : 7.1566e-01
Training Epoch 6 finished,took current epoch 71.59s,cumulative time 499.61s
MODEL SAVED
Learning Rate : 0.01
Epoch 7, 25%	 Loss : 4.5461e-05	 RES : 1.7123e-06	 MSE : 2.1188e-04	 REL : 7.1194e-01
Epoch 7, 50%	 Loss : 4.3764e-05	 RES : 2.0448e-06	 MSE : 2.2174e-04	 REL : 7.7727e-01
Epoch 7, 75%	 Loss : 4.7430e-05	 RES : 1.8929e-06	 MSE : 2.4578e-04	 REL : 7.2980e-01
Training Epoch 7 :	 Loss : 4.6866e-05 	 RES : 1.9730e-06	 MSE : 2.3323e-04	 REL : 7.2866e-01
Validation Epoch 7 :	 Loss : 4.6482e-05	 RES : 1.7756e-06	 MSE : 2.2475e-04	 REL : 7.1488e-01
Training Epoch 7 finished,took current epoch 71.85s,cumulative time 571.40s
MODEL SAVED
Learning Rate : 0.01
Epoch 8, 25%	 Loss : 4.5693e-05	 RES : 1.8975e-06	 MSE : 2.1903e-04	 REL : 7.2386e-01
Epoch 8, 50%	 Loss : 4.3164e-05	 RES : 1.8479e-06	 MSE : 2.0124e-04	 REL : 7.4048e-01
Epoch 8, 75%	 Loss : 4.7399e-05	 RES : 1.9207e-06	 MSE : 2.3889e-04	 REL : 7.1950e-01
Training Epoch 8 :	 Loss : 4.6785e-05 	 RES : 1.9324e-06	 MSE : 2.3079e-04	 REL : 7.2513e-01
Validation Epoch 8 :	 Loss : 4.6320e-05	 RES : 1.7419e-06	 MSE : 2.2315e-04	 REL : 7.1238e-01
Training Epoch 8 finished,took current epoch 71.84s,cumulative time 643.00s
MODEL SAVED
Learning Rate : 0.01
Epoch 9, 25%	 Loss : 4.5959e-05	 RES : 1.9855e-06	 MSE : 2.2802e-04	 REL : 7.3857e-01
Epoch 9, 50%	 Loss : 4.2411e-05	 RES : 1.5488e-06	 MSE : 1.7743e-04	 REL : 6.9530e-01
Epoch 9, 75%	 Loss : 4.7022e-05	 RES : 1.8148e-06	 MSE : 2.3871e-04	 REL : 7.1923e-01
Training Epoch 9 :	 Loss : 4.6786e-05 	 RES : 1.9258e-06	 MSE : 2.3111e-04	 REL : 7.2545e-01
Validation Epoch 9 :	 Loss : 4.6298e-05	 RES : 1.7419e-06	 MSE : 2.2342e-04	 REL : 7.1277e-01
Training Epoch 9 finished,took current epoch 71.20s,cumulative time 714.09s
MODEL SAVED
Learning Rate : 0.01
Epoch 10, 25%	 Loss : 4.5686e-05	 RES : 1.8383e-06	 MSE : 2.2032e-04	 REL : 7.2598e-01
Epoch 10, 50%	 Loss : 4.2859e-05	 RES : 1.6160e-06	 MSE : 1.8512e-04	 REL : 7.1021e-01
Epoch 10, 75%	 Loss : 4.7222e-05	 RES : 1.7909e-06	 MSE : 2.3855e-04	 REL : 7.1898e-01
Training Epoch 10 :	 Loss : 4.6703e-05 	 RES : 1.8879e-06	 MSE : 2.3029e-04	 REL : 7.2440e-01
Validation Epoch 10 :	 Loss : 4.6539e-05	 RES : 1.7339e-06	 MSE : 2.2355e-04	 REL : 7.1297e-01
Training Epoch 10 finished,took current epoch 71.79s,cumulative time 785.73s
MODEL SAVED
Learning Rate : 0.01
Epoch 11, 25%	 Loss : 4.5478e-05	 RES : 1.7722e-06	 MSE : 2.1594e-04	 REL : 7.1873e-01
Epoch 11, 50%	 Loss : 4.2714e-05	 RES : 1.6071e-06	 MSE : 1.7828e-04	 REL : 6.9696e-01
Epoch 11, 75%	 Loss : 4.6995e-05	 RES : 1.8072e-06	 MSE : 2.3826e-04	 REL : 7.1855e-01
Training Epoch 11 :	 Loss : 4.6636e-05 	 RES : 1.8737e-06	 MSE : 2.3024e-04	 REL : 7.2415e-01
Validation Epoch 11 :	 Loss : 4.6277e-05	 RES : 1.7192e-06	 MSE : 2.2433e-04	 REL : 7.1419e-01
Training Epoch 11 finished,took current epoch 71.88s,cumulative time 857.51s
MODEL SAVED
Learning Rate : 0.01
Epoch 12, 25%	 Loss : 4.5489e-05	 RES : 1.8118e-06	 MSE : 2.1846e-04	 REL : 7.2291e-01
Epoch 12, 50%	 Loss : 4.2232e-05	 RES : 1.5137e-06	 MSE : 1.7706e-04	 REL : 6.9457e-01
Epoch 12, 75%	 Loss : 4.7056e-05	 RES : 1.8678e-06	 MSE : 2.4043e-04	 REL : 7.2181e-01
Training Epoch 12 :	 Loss : 4.6641e-05 	 RES : 1.8655e-06	 MSE : 2.3051e-04	 REL : 7.2454e-01
Validation Epoch 12 :	 Loss : 4.6214e-05	 RES : 1.7448e-06	 MSE : 2.2413e-04	 REL : 7.1400e-01
Training Epoch 12 finished,took current epoch 71.70s,cumulative time 929.15s
Learning Rate : 0.01
Epoch 13, 25%	 Loss : 4.5115e-05	 RES : 1.6297e-06	 MSE : 2.0911e-04	 REL : 7.0728e-01
Epoch 13, 50%	 Loss : 4.2308e-05	 RES : 1.5370e-06	 MSE : 1.7647e-04	 REL : 6.9342e-01
Epoch 13, 75%	 Loss : 4.6824e-05	 RES : 1.8014e-06	 MSE : 2.3540e-04	 REL : 7.1422e-01
Training Epoch 13 :	 Loss : 4.6421e-05 	 RES : 1.8068e-06	 MSE : 2.2725e-04	 REL : 7.1965e-01
Validation Epoch 13 :	 Loss : 4.6087e-05	 RES : 1.7002e-06	 MSE : 2.2239e-04	 REL : 7.1110e-01
Training Epoch 13 finished,took current epoch 71.54s,cumulative time 1000.60s
MODEL SAVED
Learning Rate : 0.01
Epoch 14, 25%	 Loss : 4.5089e-05	 RES : 1.6076e-06	 MSE : 2.1124e-04	 REL : 7.1086e-01
Epoch 14, 50%	 Loss : 4.2912e-05	 RES : 1.5949e-06	 MSE : 1.8639e-04	 REL : 7.1264e-01
Epoch 14, 75%	 Loss : 4.6745e-05	 RES : 1.7581e-06	 MSE : 2.3659e-04	 REL : 7.1602e-01
Training Epoch 14 :	 Loss : 4.6454e-05 	 RES : 1.8206e-06	 MSE : 2.2888e-04	 REL : 7.2211e-01
Validation Epoch 14 :	 Loss : 4.6069e-05	 RES : 1.7275e-06	 MSE : 2.2271e-04	 REL : 7.1161e-01
Training Epoch 14 finished,took current epoch 71.76s,cumulative time 1072.29s
Learning Rate : 0.01
Epoch 15, 25%	 Loss : 4.5522e-05	 RES : 1.7044e-06	 MSE : 2.1437e-04	 REL : 7.1611e-01
Epoch 15, 50%	 Loss : 4.2186e-05	 RES : 1.4960e-06	 MSE : 1.7588e-04	 REL : 6.9226e-01
Epoch 15, 75%	 Loss : 4.7041e-05	 RES : 2.0138e-06	 MSE : 2.4378e-04	 REL : 7.2683e-01
Training Epoch 15 :	 Loss : 4.6333e-05 	 RES : 1.7953e-06	 MSE : 2.2807e-04	 REL : 7.2083e-01
Validation Epoch 15 :	 Loss : 4.5950e-05	 RES : 1.6793e-06	 MSE : 2.2134e-04	 REL : 7.0943e-01
Training Epoch 15 finished,took current epoch 72.28s,cumulative time 1144.46s
MODEL SAVED
Learning Rate : 0.01
Epoch 16, 25%	 Loss : 4.5235e-05	 RES : 1.7600e-06	 MSE : 2.1822e-04	 REL : 7.2251e-01
Epoch 16, 50%	 Loss : 4.2601e-05	 RES : 1.5254e-06	 MSE : 1.7529e-04	 REL : 6.9109e-01
Epoch 16, 75%	 Loss : 4.7044e-05	 RES : 2.0222e-06	 MSE : 2.5348e-04	 REL : 7.4115e-01
Training Epoch 16 :	 Loss : 4.6240e-05 	 RES : 1.7814e-06	 MSE : 2.2736e-04	 REL : 7.1988e-01
Validation Epoch 16 :	 Loss : 4.5863e-05	 RES : 1.7186e-06	 MSE : 2.2328e-04	 REL : 7.1253e-01
Training Epoch 16 finished,took current epoch 71.92s,cumulative time 1216.35s
Learning Rate : 0.01
Epoch 17, 25%	 Loss : 4.5214e-05	 RES : 1.7262e-06	 MSE : 2.1638e-04	 REL : 7.1946e-01
Epoch 17, 50%	 Loss : 4.2257e-05	 RES : 1.4645e-06	 MSE : 1.7431e-04	 REL : 6.8917e-01
Epoch 17, 75%	 Loss : 4.6531e-05	 RES : 1.7117e-06	 MSE : 2.3578e-04	 REL : 7.1479e-01
Training Epoch 17 :	 Loss : 4.6157e-05 	 RES : 1.7568e-06	 MSE : 2.2738e-04	 REL : 7.1984e-01
Validation Epoch 17 :	 Loss : 4.5712e-05	 RES : 1.6275e-06	 MSE : 2.2139e-04	 REL : 7.0951e-01
Training Epoch 17 finished,took current epoch 72.56s,cumulative time 1288.83s
MODEL SAVED
Learning Rate : 0.01
Epoch 18, 25%	 Loss : 4.4883e-05	 RES : 1.6199e-06	 MSE : 2.1010e-04	 REL : 7.0895e-01
Epoch 18, 50%	 Loss : 4.1924e-05	 RES : 1.4540e-06	 MSE : 1.7465e-04	 REL : 6.8983e-01
Epoch 18, 75%	 Loss : 4.6538e-05	 RES : 1.7506e-06	 MSE : 2.3570e-04	 REL : 7.1467e-01
Training Epoch 18 :	 Loss : 4.6038e-05 	 RES : 1.7355e-06	 MSE : 2.2532e-04	 REL : 7.1670e-01
Validation Epoch 18 :	 Loss : 4.5730e-05	 RES : 1.6573e-06	 MSE : 2.2184e-04	 REL : 7.1023e-01
Training Epoch 18 finished,took current epoch 72.47s,cumulative time 1361.25s
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 4.5399e-05	 RES : 1.7305e-06	 MSE : 2.1435e-04	 REL : 7.1608e-01
Epoch 19, 50%	 Loss : 4.1799e-05	 RES : 1.4494e-06	 MSE : 1.7454e-04	 REL : 6.8961e-01
Epoch 19, 75%	 Loss : 4.6499e-05	 RES : 1.7731e-06	 MSE : 2.4172e-04	 REL : 7.2374e-01
Training Epoch 19 :	 Loss : 4.5973e-05 	 RES : 1.7246e-06	 MSE : 2.2560e-04	 REL : 7.1702e-01
Validation Epoch 19 :	 Loss : 4.5608e-05	 RES : 1.6116e-06	 MSE : 2.1942e-04	 REL : 7.0637e-01
Training Epoch 19 finished,took current epoch 72.58s,cumulative time 1433.73s
MODEL SAVED
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 4.4886e-05	 RES : 1.5845e-06	 MSE : 2.1000e-04	 REL : 7.0879e-01
Epoch 20, 50%	 Loss : 4.1838e-05	 RES : 1.4609e-06	 MSE : 1.7368e-04	 REL : 6.8790e-01
Epoch 20, 75%	 Loss : 4.6332e-05	 RES : 1.7137e-06	 MSE : 2.3514e-04	 REL : 7.1382e-01
Training Epoch 20 :	 Loss : 4.5909e-05 	 RES : 1.7195e-06	 MSE : 2.2488e-04	 REL : 7.1598e-01
Validation Epoch 20 :	 Loss : 4.5932e-05	 RES : 1.6410e-06	 MSE : 2.2219e-04	 REL : 7.1079e-01
Training Epoch 20 finished,took current epoch 72.72s,cumulative time 1506.38s
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 4.5692e-05	 RES : 1.9082e-06	 MSE : 2.0805e-04	 REL : 7.0548e-01
Epoch 21, 50%	 Loss : 4.1803e-05	 RES : 1.4600e-06	 MSE : 1.7328e-04	 REL : 6.8711e-01
Epoch 21, 75%	 Loss : 4.6349e-05	 RES : 1.7771e-06	 MSE : 2.3563e-04	 REL : 7.1457e-01
Training Epoch 21 :	 Loss : 4.5864e-05 	 RES : 1.7106e-06	 MSE : 2.2401e-04	 REL : 7.1458e-01
Validation Epoch 21 :	 Loss : 4.5739e-05	 RES : 1.6306e-06	 MSE : 2.2201e-04	 REL : 7.1049e-01
Training Epoch 21 finished,took current epoch 73.08s,cumulative time 1579.40s
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 4.4854e-05	 RES : 1.5763e-06	 MSE : 2.0823e-04	 REL : 7.0579e-01
Epoch 22, 50%	 Loss : 4.1864e-05	 RES : 1.4463e-06	 MSE : 1.7267e-04	 REL : 6.8591e-01
Epoch 22, 75%	 Loss : 4.6503e-05	 RES : 1.7724e-06	 MSE : 2.4358e-04	 REL : 7.2652e-01
Training Epoch 22 :	 Loss : 4.5838e-05 	 RES : 1.7050e-06	 MSE : 2.2367e-04	 REL : 7.1403e-01
Validation Epoch 22 :	 Loss : 4.5570e-05	 RES : 1.6039e-06	 MSE : 2.2014e-04	 REL : 7.0752e-01
Training Epoch 22 finished,took current epoch 72.85s,cumulative time 1652.15s
MODEL SAVED
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 4.4596e-05	 RES : 1.5187e-06	 MSE : 2.0946e-04	 REL : 7.0786e-01
Epoch 23, 50%	 Loss : 4.1759e-05	 RES : 1.4994e-06	 MSE : 1.7274e-04	 REL : 6.8604e-01
Epoch 23, 75%	 Loss : 4.6230e-05	 RES : 1.7304e-06	 MSE : 2.3504e-04	 REL : 7.1368e-01
Training Epoch 23 :	 Loss : 4.5790e-05 	 RES : 1.6947e-06	 MSE : 2.2333e-04	 REL : 7.1352e-01
Validation Epoch 23 :	 Loss : 4.5546e-05	 RES : 1.5928e-06	 MSE : 2.1952e-04	 REL : 7.0652e-01
Training Epoch 23 finished,took current epoch 72.45s,cumulative time 1724.55s
MODEL SAVED
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 4.4623e-05	 RES : 1.5468e-06	 MSE : 2.1137e-04	 REL : 7.1109e-01
Epoch 24, 50%	 Loss : 4.1729e-05	 RES : 1.4740e-06	 MSE : 1.7226e-04	 REL : 6.8509e-01
Epoch 24, 75%	 Loss : 4.6242e-05	 RES : 1.7041e-06	 MSE : 2.3805e-04	 REL : 7.1823e-01
Training Epoch 24 :	 Loss : 4.5748e-05 	 RES : 1.6886e-06	 MSE : 2.2310e-04	 REL : 7.1318e-01
Validation Epoch 24 :	 Loss : 4.5430e-05	 RES : 1.6046e-06	 MSE : 2.1967e-04	 REL : 7.0676e-01
Training Epoch 24 finished,took current epoch 72.94s,cumulative time 1797.44s
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 4.4600e-05	 RES : 1.5331e-06	 MSE : 2.0830e-04	 REL : 7.0590e-01
Epoch 25, 50%	 Loss : 4.1781e-05	 RES : 1.4124e-06	 MSE : 1.7322e-04	 REL : 6.8699e-01
Epoch 25, 75%	 Loss : 4.6145e-05	 RES : 1.6921e-06	 MSE : 2.3746e-04	 REL : 7.1734e-01
Training Epoch 25 :	 Loss : 4.5687e-05 	 RES : 1.6789e-06	 MSE : 2.2374e-04	 REL : 7.1421e-01
Validation Epoch 25 :	 Loss : 4.5451e-05	 RES : 1.6257e-06	 MSE : 2.2155e-04	 REL : 7.0976e-01
Training Epoch 25 finished,took current epoch 72.76s,cumulative time 1870.14s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 4.4616e-05	 RES : 1.5540e-06	 MSE : 2.1581e-04	 REL : 7.1852e-01
Epoch 26, 50%	 Loss : 4.1584e-05	 RES : 1.4133e-06	 MSE : 1.7213e-04	 REL : 6.8483e-01
Epoch 26, 75%	 Loss : 4.6199e-05	 RES : 1.6737e-06	 MSE : 2.3445e-04	 REL : 7.1277e-01
Training Epoch 26 :	 Loss : 4.5676e-05 	 RES : 1.6746e-06	 MSE : 2.2406e-04	 REL : 7.1462e-01
Validation Epoch 26 :	 Loss : 4.5469e-05	 RES : 1.6495e-06	 MSE : 2.2372e-04	 REL : 7.1322e-01
Training Epoch 26 finished,took current epoch 72.72s,cumulative time 1942.79s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 4.4521e-05	 RES : 1.5196e-06	 MSE : 2.1209e-04	 REL : 7.1230e-01
Epoch 27, 50%	 Loss : 4.1525e-05	 RES : 1.4194e-06	 MSE : 1.7501e-04	 REL : 6.9054e-01
Epoch 27, 75%	 Loss : 4.6200e-05	 RES : 1.6508e-06	 MSE : 2.3629e-04	 REL : 7.1556e-01
Training Epoch 27 :	 Loss : 4.5619e-05 	 RES : 1.6681e-06	 MSE : 2.2360e-04	 REL : 7.1394e-01
Validation Epoch 27 :	 Loss : 4.5413e-05	 RES : 1.6207e-06	 MSE : 2.2180e-04	 REL : 7.1016e-01
Training Epoch 27 finished,took current epoch 72.41s,cumulative time 2015.14s
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 4.4514e-05	 RES : 1.5233e-06	 MSE : 2.1212e-04	 REL : 7.1235e-01
Epoch 28, 50%	 Loss : 4.1531e-05	 RES : 1.4038e-06	 MSE : 1.7311e-04	 REL : 6.8678e-01
Epoch 28, 75%	 Loss : 4.6185e-05	 RES : 1.6491e-06	 MSE : 2.3415e-04	 REL : 7.1232e-01
Training Epoch 28 :	 Loss : 4.5593e-05 	 RES : 1.6645e-06	 MSE : 2.2370e-04	 REL : 7.1401e-01
Validation Epoch 28 :	 Loss : 4.5319e-05	 RES : 1.6085e-06	 MSE : 2.2151e-04	 REL : 7.0968e-01
Training Epoch 28 finished,took current epoch 72.74s,cumulative time 2087.82s
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 4.4420e-05	 RES : 1.4862e-06	 MSE : 2.1039e-04	 REL : 7.0944e-01
Epoch 29, 50%	 Loss : 4.1466e-05	 RES : 1.3906e-06	 MSE : 1.7482e-04	 REL : 6.9017e-01
Epoch 29, 75%	 Loss : 4.6217e-05	 RES : 1.6527e-06	 MSE : 2.3456e-04	 REL : 7.1294e-01
Training Epoch 29 :	 Loss : 4.5529e-05 	 RES : 1.6472e-06	 MSE : 2.2284e-04	 REL : 7.1272e-01
Validation Epoch 29 :	 Loss : 4.5295e-05	 RES : 1.6182e-06	 MSE : 2.2184e-04	 REL : 7.1021e-01
Training Epoch 29 finished,took current epoch 73.42s,cumulative time 2161.21s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 4.4345e-05	 RES : 1.4741e-06	 MSE : 2.1069e-04	 REL : 7.0995e-01
Epoch 30, 50%	 Loss : 4.1449e-05	 RES : 1.3897e-06	 MSE : 1.7404e-04	 REL : 6.8862e-01
Epoch 30, 75%	 Loss : 4.6147e-05	 RES : 1.6552e-06	 MSE : 2.3410e-04	 REL : 7.1224e-01
Training Epoch 30 :	 Loss : 4.5495e-05 	 RES : 1.6406e-06	 MSE : 2.2253e-04	 REL : 7.1219e-01
Validation Epoch 30 :	 Loss : 4.5227e-05	 RES : 1.5979e-06	 MSE : 2.1969e-04	 REL : 7.0678e-01
Training Epoch 30 finished,took current epoch 72.97s,cumulative time 2234.10s
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 4.4316e-05	 RES : 1.4746e-06	 MSE : 2.1217e-04	 REL : 7.1243e-01
Epoch 31, 50%	 Loss : 4.1408e-05	 RES : 1.3886e-06	 MSE : 1.7664e-04	 REL : 6.9374e-01
Epoch 31, 75%	 Loss : 4.6145e-05	 RES : 1.6796e-06	 MSE : 2.3342e-04	 REL : 7.1122e-01
Training Epoch 31 :	 Loss : 4.5455e-05 	 RES : 1.6309e-06	 MSE : 2.2214e-04	 REL : 7.1158e-01
Validation Epoch 31 :	 Loss : 4.5175e-05	 RES : 1.5646e-06	 MSE : 2.1858e-04	 REL : 7.0501e-01
Training Epoch 31 finished,took current epoch 72.94s,cumulative time 2306.93s
MODEL SAVED
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 4.4238e-05	 RES : 1.4642e-06	 MSE : 2.1097e-04	 REL : 7.1042e-01
Epoch 32, 50%	 Loss : 4.1426e-05	 RES : 1.3746e-06	 MSE : 1.7426e-04	 REL : 6.8906e-01
Epoch 32, 75%	 Loss : 4.6099e-05	 RES : 1.6355e-06	 MSE : 2.3376e-04	 REL : 7.1173e-01
Training Epoch 32 :	 Loss : 4.5432e-05 	 RES : 1.6262e-06	 MSE : 2.2183e-04	 REL : 7.1110e-01
Validation Epoch 32 :	 Loss : 4.5161e-05	 RES : 1.5388e-06	 MSE : 2.1784e-04	 REL : 7.0383e-01
Training Epoch 32 finished,took current epoch 72.86s,cumulative time 2379.67s
MODEL SAVED
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 4.4227e-05	 RES : 1.4642e-06	 MSE : 2.0653e-04	 REL : 7.0290e-01
Epoch 33, 50%	 Loss : 4.1448e-05	 RES : 1.3867e-06	 MSE : 1.7304e-04	 REL : 6.8663e-01
Epoch 33, 75%	 Loss : 4.6167e-05	 RES : 1.7363e-06	 MSE : 2.4168e-04	 REL : 7.2369e-01
Training Epoch 33 :	 Loss : 4.5404e-05 	 RES : 1.6210e-06	 MSE : 2.2059e-04	 REL : 7.0910e-01
Validation Epoch 33 :	 Loss : 4.5101e-05	 RES : 1.5358e-06	 MSE : 2.1752e-04	 REL : 7.0332e-01
Training Epoch 33 finished,took current epoch 73.28s,cumulative time 2452.81s
MODEL SAVED
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 4.4237e-05	 RES : 1.4585e-06	 MSE : 2.0668e-04	 REL : 7.0315e-01
Epoch 34, 50%	 Loss : 4.1437e-05	 RES : 1.3773e-06	 MSE : 1.7291e-04	 REL : 6.8639e-01
Epoch 34, 75%	 Loss : 4.6058e-05	 RES : 1.6578e-06	 MSE : 2.3534e-04	 REL : 7.1413e-01
Training Epoch 34 :	 Loss : 4.5368e-05 	 RES : 1.6119e-06	 MSE : 2.2033e-04	 REL : 7.0871e-01
Validation Epoch 34 :	 Loss : 4.5088e-05	 RES : 1.5362e-06	 MSE : 2.1742e-04	 REL : 7.0316e-01
Training Epoch 34 finished,took current epoch 73.17s,cumulative time 2525.89s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 4.4185e-05	 RES : 1.4474e-06	 MSE : 2.0828e-04	 REL : 7.0587e-01
Epoch 35, 50%	 Loss : 4.1389e-05	 RES : 1.3782e-06	 MSE : 1.7261e-04	 REL : 6.8578e-01
Epoch 35, 75%	 Loss : 4.6040e-05	 RES : 1.6273e-06	 MSE : 2.3473e-04	 REL : 7.1320e-01
Training Epoch 35 :	 Loss : 4.5355e-05 	 RES : 1.6124e-06	 MSE : 2.2039e-04	 REL : 7.0878e-01
Validation Epoch 35 :	 Loss : 4.5069e-05	 RES : 1.5308e-06	 MSE : 2.1744e-04	 REL : 7.0318e-01
Training Epoch 35 finished,took current epoch 73.04s,cumulative time 2598.82s
MODEL SAVED
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 4.4196e-05	 RES : 1.4654e-06	 MSE : 2.1300e-04	 REL : 7.1382e-01
Epoch 36, 50%	 Loss : 4.1429e-05	 RES : 1.3700e-06	 MSE : 1.7306e-04	 REL : 6.8667e-01
Epoch 36, 75%	 Loss : 4.6075e-05	 RES : 1.7249e-06	 MSE : 2.4348e-04	 REL : 7.2638e-01
Training Epoch 36 :	 Loss : 4.5327e-05 	 RES : 1.6071e-06	 MSE : 2.2033e-04	 REL : 7.0871e-01
