
Epoch 0, 25%	 Loss : 2.5800e-04	 RES : 7.9217e-06	 MSE : 3.3552e-04	 REL : 8.9590e-01
Validation Epoch 10 :	 Loss : 5.6500e-05	 RES : 3.4116e-07	 MSE : 9.7960e-05	 REL : 4.7129e-01
Training Epoch 10 finished,took current epoch 105.49s,cumulative time 1167.36s
Learning Rate : 0.01
Epoch 11, 25%	 Loss : 5.5404e-05	 RES : 3.8721e-07	 MSE : 8.7932e-05	 REL : 4.5864e-01
Epoch 11, 50%	 Loss : 6.0269e-05	 RES : 6.8793e-07	 MSE : 2.8812e-04	 REL : 8.8602e-01
Epoch 11, 75%	 Loss : 5.7796e-05	 RES : 3.2879e-07	 MSE : 9.7212e-05	 REL : 4.5898e-01
Training Epoch 11 :	 Loss : 5.8540e-05 	 RES : 4.5620e-07	 MSE : 1.2714e-04	 REL : 5.2713e-01
Validation Epoch 11 :	 Loss : 6.0361e-05	 RES : 6.7387e-07	 MSE : 1.6117e-04	 REL : 6.0585e-01
Training Epoch 11 finished,took current epoch 105.02s,cumulative time 1272.29s
Learning Rate : 0.01
Epoch 12, 25%	 Loss : 5.6031e-05	 RES : 3.9606e-07	 MSE : 8.4436e-05	 REL : 4.4943e-01
Epoch 12, 50%	 Loss : 5.1658e-05	 RES : 3.1321e-07	 MSE : 7.2989e-05	 REL : 4.4595e-01
Epoch 12, 75%	 Loss : 6.3336e-05	 RES : 7.6519e-07	 MSE : 1.7505e-04	 REL : 6.1590e-01
Training Epoch 12 :	 Loss : 5.7700e-05 	 RES : 4.1240e-07	 MSE : 1.2110e-04	 REL : 5.1327e-01
Validation Epoch 12 :	 Loss : 5.7238e-05	 RES : 4.2548e-07	 MSE : 1.1345e-04	 REL : 5.0746e-01
Training Epoch 12 finished,took current epoch 107.32s,cumulative time 1379.50s
Learning Rate : 0.01
Epoch 13, 25%	 Loss : 5.9521e-05	 RES : 6.6149e-07	 MSE : 2.3557e-04	 REL : 7.5069e-01
Epoch 13, 50%	 Loss : 5.1501e-05	 RES : 3.2396e-07	 MSE : 8.2657e-05	 REL : 4.7457e-01
Epoch 13, 75%	 Loss : 6.2573e-05	 RES : 7.4752e-07	 MSE : 1.2240e-04	 REL : 5.1501e-01
Training Epoch 13 :	 Loss : 5.7602e-05 	 RES : 4.1294e-07	 MSE : 1.1805e-04	 REL : 5.0931e-01
Validation Epoch 13 :	 Loss : 5.8285e-05	 RES : 3.8718e-07	 MSE : 1.4679e-04	 REL : 5.7818e-01
Training Epoch 13 finished,took current epoch 106.90s,cumulative time 1486.21s
Learning Rate : 0.01
Epoch 14, 25%	 Loss : 5.5736e-05	 RES : 3.5853e-07	 MSE : 9.9552e-05	 REL : 4.8801e-01
Epoch 14, 50%	 Loss : 5.1792e-05	 RES : 3.3888e-07	 MSE : 6.3991e-05	 REL : 4.1756e-01
Epoch 14, 75%	 Loss : 5.6777e-05	 RES : 3.1554e-07	 MSE : 1.0022e-04	 REL : 4.6601e-01
Training Epoch 14 :	 Loss : 5.7343e-05 	 RES : 4.0323e-07	 MSE : 1.1555e-04	 REL : 5.0339e-01
Validation Epoch 14 :	 Loss : 5.5190e-05	 RES : 2.5208e-07	 MSE : 7.9269e-05	 REL : 4.2379e-01
Training Epoch 14 finished,took current epoch 106.38s,cumulative time 1592.43s
MODEL SAVED
Learning Rate : 0.01
Epoch 15, 25%	 Loss : 5.3798e-05	 RES : 2.5727e-07	 MSE : 7.2425e-05	 REL : 4.1624e-01
Epoch 15, 50%	 Loss : 5.1845e-05	 RES : 3.1019e-07	 MSE : 8.0816e-05	 REL : 4.6925e-01
Epoch 15, 75%	 Loss : 5.6846e-05	 RES : 2.7264e-07	 MSE : 7.5757e-05	 REL : 4.0517e-01
Training Epoch 15 :	 Loss : 5.6890e-05 	 RES : 3.8479e-07	 MSE : 1.1014e-04	 REL : 4.8936e-01
Validation Epoch 15 :	 Loss : 5.5919e-05	 RES : 2.6162e-07	 MSE : 8.1142e-05	 REL : 4.2893e-01
Training Epoch 15 finished,took current epoch 105.42s,cumulative time 1697.71s
Learning Rate : 0.01
Epoch 16, 25%	 Loss : 5.9658e-05	 RES : 7.4886e-07	 MSE : 7.8186e-05	 REL : 4.3248e-01
Epoch 16, 50%	 Loss : 5.0851e-05	 RES : 2.2832e-07	 MSE : 6.0752e-05	 REL : 4.0685e-01
Epoch 16, 75%	 Loss : 5.7625e-05	 RES : 3.3038e-07	 MSE : 1.1481e-04	 REL : 4.9878e-01
Training Epoch 16 :	 Loss : 5.6799e-05 	 RES : 3.8733e-07	 MSE : 1.1021e-04	 REL : 4.9077e-01
Validation Epoch 16 :	 Loss : 5.5167e-05	 RES : 2.6064e-07	 MSE : 8.2394e-05	 REL : 4.3237e-01
Training Epoch 16 finished,took current epoch 106.22s,cumulative time 1803.81s
Learning Rate : 0.01
Epoch 17, 25%	 Loss : 6.2058e-05	 RES : 8.8523e-07	 MSE : 1.2129e-04	 REL : 5.3866e-01
Epoch 17, 50%	 Loss : 5.3102e-05	 RES : 5.1044e-07	 MSE : 1.0649e-04	 REL : 5.3866e-01
Epoch 17, 75%	 Loss : 5.6980e-05	 RES : 2.9258e-07	 MSE : 7.4058e-05	 REL : 4.0060e-01
Training Epoch 17 :	 Loss : 5.5916e-05 	 RES : 3.3902e-07	 MSE : 9.9233e-05	 REL : 4.6883e-01
Validation Epoch 17 :	 Loss : 5.6090e-05	 RES : 3.6959e-07	 MSE : 9.0212e-05	 REL : 4.5223e-01
Training Epoch 17 finished,took current epoch 106.36s,cumulative time 1910.04s
Learning Rate : 0.01
Epoch 18, 25%	 Loss : 5.9984e-05	 RES : 8.4601e-07	 MSE : 2.0175e-04	 REL : 6.9471e-01
Epoch 18, 50%	 Loss : 5.1830e-05	 RES : 4.1211e-07	 MSE : 9.2285e-05	 REL : 5.0145e-01
Epoch 18, 75%	 Loss : 5.7064e-05	 RES : 3.0314e-07	 MSE : 7.3230e-05	 REL : 3.9836e-01
Training Epoch 18 :	 Loss : 5.5729e-05 	 RES : 3.2831e-07	 MSE : 9.7829e-05	 REL : 4.6531e-01
Validation Epoch 18 :	 Loss : 5.4875e-05	 RES : 2.5835e-07	 MSE : 7.4352e-05	 REL : 4.1039e-01
Training Epoch 18 finished,took current epoch 107.80s,cumulative time 2017.73s
Learning Rate : 0.01
Epoch 19, 25%	 Loss : 5.2982e-05	 RES : 2.3222e-07	 MSE : 8.0667e-05	 REL : 4.3929e-01
Epoch 19, 50%	 Loss : 5.2127e-05	 RES : 3.1805e-07	 MSE : 9.7741e-05	 REL : 5.1606e-01
Epoch 19, 75%	 Loss : 5.5054e-05	 RES : 2.1489e-07	 MSE : 7.0823e-05	 REL : 3.9176e-01
Training Epoch 19 :	 Loss : 5.5707e-05 	 RES : 3.3627e-07	 MSE : 9.7113e-05	 REL : 4.6049e-01
Validation Epoch 19 :	 Loss : 5.5390e-05	 RES : 3.1711e-07	 MSE : 6.9000e-05	 REL : 3.9545e-01
Training Epoch 19 finished,took current epoch 106.73s,cumulative time 2124.36s
Learning Rate : 0.01
Epoch 20, 25%	 Loss : 5.5851e-05	 RES : 4.1204e-07	 MSE : 1.1318e-04	 REL : 5.2034e-01
Epoch 20, 50%	 Loss : 5.1489e-05	 RES : 4.4221e-07	 MSE : 6.4274e-05	 REL : 4.1848e-01
Epoch 20, 75%	 Loss : 5.5901e-05	 RES : 2.3383e-07	 MSE : 8.2193e-05	 REL : 4.2203e-01
Training Epoch 20 :	 Loss : 5.5400e-05 	 RES : 3.2825e-07	 MSE : 9.5236e-05	 REL : 4.5900e-01
Validation Epoch 20 :	 Loss : 5.4038e-05	 RES : 2.1325e-07	 MSE : 6.6649e-05	 REL : 3.8852e-01
Training Epoch 20 finished,took current epoch 104.72s,cumulative time 2228.85s
MODEL SAVED
Learning Rate : 0.01
Epoch 21, 25%	 Loss : 5.4592e-05	 RES : 4.3078e-07	 MSE : 8.1728e-05	 REL : 4.4217e-01
Epoch 21, 50%	 Loss : 5.0062e-05	 RES : 3.1044e-07	 MSE : 7.8566e-05	 REL : 4.6267e-01
Epoch 21, 75%	 Loss : 5.5839e-05	 RES : 4.2065e-07	 MSE : 7.4290e-05	 REL : 4.0123e-01
Training Epoch 21 :	 Loss : 5.5167e-05 	 RES : 3.1947e-07	 MSE : 9.2633e-05	 REL : 4.5292e-01
Validation Epoch 21 :	 Loss : 5.4027e-05	 RES : 2.5103e-07	 MSE : 7.2237e-05	 REL : 4.0449e-01
Training Epoch 21 finished,took current epoch 105.91s,cumulative time 2334.65s
Learning Rate : 0.01
Epoch 22, 25%	 Loss : 5.6912e-05	 RES : 5.8371e-07	 MSE : 1.9406e-04	 REL : 6.8135e-01
Epoch 22, 50%	 Loss : 5.3095e-05	 RES : 5.1926e-07	 MSE : 8.1176e-05	 REL : 4.7030e-01
Epoch 22, 75%	 Loss : 5.4577e-05	 RES : 2.0917e-07	 MSE : 6.7160e-05	 REL : 3.8149e-01
Training Epoch 22 :	 Loss : 5.5201e-05 	 RES : 3.1484e-07	 MSE : 9.4465e-05	 REL : 4.5492e-01
Validation Epoch 22 :	 Loss : 5.3761e-05	 RES : 2.2718e-07	 MSE : 6.4705e-05	 REL : 3.8274e-01
Training Epoch 22 finished,took current epoch 105.88s,cumulative time 2440.41s
Learning Rate : 0.01
Epoch 23, 25%	 Loss : 5.5764e-05	 RES : 4.7578e-07	 MSE : 8.6508e-05	 REL : 4.5491e-01
Epoch 23, 50%	 Loss : 5.2991e-05	 RES : 5.6969e-07	 MSE : 8.0859e-05	 REL : 4.6938e-01
Epoch 23, 75%	 Loss : 5.4224e-05	 RES : 2.0136e-07	 MSE : 6.6950e-05	 REL : 3.8089e-01
Training Epoch 23 :	 Loss : 5.4849e-05 	 RES : 3.0272e-07	 MSE : 8.9413e-05	 REL : 4.4344e-01
Validation Epoch 23 :	 Loss : 5.5032e-05	 RES : 3.9158e-07	 MSE : 8.7035e-05	 REL : 4.4429e-01
Training Epoch 23 finished,took current epoch 104.25s,cumulative time 2544.59s
Learning Rate : 0.01
Epoch 24, 25%	 Loss : 5.5367e-05	 RES : 4.5767e-07	 MSE : 1.3975e-04	 REL : 5.7821e-01
Epoch 24, 50%	 Loss : 5.2027e-05	 RES : 5.2988e-07	 MSE : 1.2174e-04	 REL : 5.7594e-01
Epoch 24, 75%	 Loss : 5.5046e-05	 RES : 2.5954e-07	 MSE : 9.9794e-05	 REL : 4.6503e-01
Training Epoch 24 :	 Loss : 5.4505e-05 	 RES : 2.9393e-07	 MSE : 8.8995e-05	 REL : 4.4335e-01
Validation Epoch 24 :	 Loss : 5.3183e-05	 RES : 1.9576e-07	 MSE : 6.3492e-05	 REL : 3.7919e-01
Training Epoch 24 finished,took current epoch 105.81s,cumulative time 2650.17s
MODEL SAVED
Learning Rate : 0.01
Epoch 25, 25%	 Loss : 5.2987e-05	 RES : 2.2876e-07	 MSE : 6.7408e-05	 REL : 4.0157e-01
Epoch 25, 50%	 Loss : 4.9340e-05	 RES : 2.1870e-07	 MSE : 4.8107e-05	 REL : 3.6204e-01
Epoch 25, 75%	 Loss : 5.5403e-05	 RES : 3.7589e-07	 MSE : 7.3397e-05	 REL : 3.9881e-01
Training Epoch 25 :	 Loss : 5.4284e-05 	 RES : 2.7992e-07	 MSE : 8.5780e-05	 REL : 4.3422e-01
Validation Epoch 25 :	 Loss : 5.4153e-05	 RES : 2.4863e-07	 MSE : 7.2939e-05	 REL : 4.0686e-01
Training Epoch 25 finished,took current epoch 106.48s,cumulative time 2756.58s
Learning Rate : 0.01
Epoch 26, 25%	 Loss : 5.2195e-05	 RES : 2.7319e-07	 MSE : 8.4205e-05	 REL : 4.4882e-01
Epoch 26, 50%	 Loss : 4.8141e-05	 RES : 1.8150e-07	 MSE : 4.8700e-05	 REL : 3.6427e-01
Epoch 26, 75%	 Loss : 5.3871e-05	 RES : 2.7541e-07	 MSE : 5.9731e-05	 REL : 3.5977e-01
Training Epoch 26 :	 Loss : 5.4270e-05 	 RES : 2.8238e-07	 MSE : 8.4170e-05	 REL : 4.3056e-01
Validation Epoch 26 :	 Loss : 5.4381e-05	 RES : 2.3999e-07	 MSE : 6.4998e-05	 REL : 3.8382e-01
Training Epoch 26 finished,took current epoch 104.28s,cumulative time 2860.78s
Learning Rate : 0.01
Epoch 27, 25%	 Loss : 5.1899e-05	 RES : 1.8606e-07	 MSE : 5.4749e-05	 REL : 3.6190e-01
Epoch 27, 50%	 Loss : 4.8623e-05	 RES : 2.3010e-07	 MSE : 5.0158e-05	 REL : 3.6968e-01
Epoch 27, 75%	 Loss : 5.3488e-05	 RES : 1.8185e-07	 MSE : 6.1882e-05	 REL : 3.6619e-01
Training Epoch 27 :	 Loss : 5.3951e-05 	 RES : 2.7340e-07	 MSE : 8.3464e-05	 REL : 4.2849e-01
Validation Epoch 27 :	 Loss : 5.3574e-05	 RES : 2.2522e-07	 MSE : 6.6289e-05	 REL : 3.8747e-01
Training Epoch 27 finished,took current epoch 105.01s,cumulative time 2965.67s
Learning Rate : 0.01
Epoch 28, 25%	 Loss : 5.2412e-05	 RES : 2.8787e-07	 MSE : 8.0485e-05	 REL : 4.3879e-01
Epoch 28, 50%	 Loss : 4.8842e-05	 RES : 1.9301e-07	 MSE : 4.7572e-05	 REL : 3.6003e-01
Epoch 28, 75%	 Loss : 5.3952e-05	 RES : 1.8235e-07	 MSE : 5.7167e-05	 REL : 3.5197e-01
Training Epoch 28 :	 Loss : 5.3847e-05 	 RES : 2.6812e-07	 MSE : 8.2313e-05	 REL : 4.2695e-01
Validation Epoch 28 :	 Loss : 5.2628e-05	 RES : 1.8404e-07	 MSE : 5.6437e-05	 REL : 3.5739e-01
Training Epoch 28 finished,took current epoch 106.32s,cumulative time 3071.86s
MODEL SAVED
Learning Rate : 0.01
Epoch 29, 25%	 Loss : 5.1603e-05	 RES : 2.0429e-07	 MSE : 7.2982e-05	 REL : 4.1784e-01
Epoch 29, 50%	 Loss : 4.9449e-05	 RES : 3.9992e-07	 MSE : 1.0444e-04	 REL : 5.3345e-01
Epoch 29, 75%	 Loss : 5.9065e-05	 RES : 4.9876e-07	 MSE : 1.2663e-04	 REL : 5.2384e-01
Training Epoch 29 :	 Loss : 5.4459e-05 	 RES : 3.0907e-07	 MSE : 8.6848e-05	 REL : 4.3318e-01
Validation Epoch 29 :	 Loss : 5.2575e-05	 RES : 1.9036e-07	 MSE : 6.1393e-05	 REL : 3.7278e-01
Training Epoch 29 finished,took current epoch 105.94s,cumulative time 3177.70s
Learning Rate : 0.01
Epoch 30, 25%	 Loss : 5.5743e-05	 RES : 7.4362e-07	 MSE : 9.9846e-05	 REL : 4.8873e-01
Epoch 30, 50%	 Loss : 4.8661e-05	 RES : 1.8441e-07	 MSE : 5.4994e-05	 REL : 3.8709e-01
Epoch 30, 75%	 Loss : 5.3433e-05	 RES : 2.1719e-07	 MSE : 7.0272e-05	 REL : 3.9023e-01
Training Epoch 30 :	 Loss : 5.3531e-05 	 RES : 2.5166e-07	 MSE : 7.6368e-05	 REL : 4.1143e-01
Validation Epoch 30 :	 Loss : 5.4526e-05	 RES : 2.0459e-07	 MSE : 5.6685e-05	 REL : 3.5819e-01
Training Epoch 30 finished,took current epoch 106.91s,cumulative time 3284.41s
Learning Rate : 0.01
Epoch 31, 25%	 Loss : 5.3670e-05	 RES : 3.4224e-07	 MSE : 1.5128e-04	 REL : 6.0158e-01
Epoch 31, 50%	 Loss : 4.9496e-05	 RES : 2.9126e-07	 MSE : 4.7970e-05	 REL : 3.6153e-01
Epoch 31, 75%	 Loss : 5.3478e-05	 RES : 1.8709e-07	 MSE : 6.0528e-05	 REL : 3.6217e-01
Training Epoch 31 :	 Loss : 5.3414e-05 	 RES : 2.5253e-07	 MSE : 7.7146e-05	 REL : 4.1288e-01
Validation Epoch 31 :	 Loss : 5.2888e-05	 RES : 2.0574e-07	 MSE : 6.4967e-05	 REL : 3.8358e-01
Training Epoch 31 finished,took current epoch 108.14s,cumulative time 3392.47s
Learning Rate : 0.01
Epoch 32, 25%	 Loss : 5.1517e-05	 RES : 2.2832e-07	 MSE : 5.7006e-05	 REL : 3.6929e-01
Epoch 32, 50%	 Loss : 4.7273e-05	 RES : 1.4536e-07	 MSE : 4.1250e-05	 REL : 3.3525e-01
Epoch 32, 75%	 Loss : 5.3012e-05	 RES : 1.6921e-07	 MSE : 5.5551e-05	 REL : 3.4696e-01
Training Epoch 32 :	 Loss : 5.3363e-05 	 RES : 2.4392e-07	 MSE : 7.7929e-05	 REL : 4.1417e-01
Validation Epoch 32 :	 Loss : 5.3045e-05	 RES : 2.3852e-07	 MSE : 7.4070e-05	 REL : 4.0978e-01
Training Epoch 32 finished,took current epoch 108.25s,cumulative time 3500.64s
Learning Rate : 0.01
Epoch 33, 25%	 Loss : 5.1509e-05	 RES : 2.0775e-07	 MSE : 6.7329e-05	 REL : 4.0133e-01
Epoch 33, 50%	 Loss : 5.0363e-05	 RES : 4.9413e-07	 MSE : 9.2704e-05	 REL : 5.0258e-01
Epoch 33, 75%	 Loss : 5.3334e-05	 RES : 1.9056e-07	 MSE : 6.3918e-05	 REL : 3.7217e-01
Training Epoch 33 :	 Loss : 5.3298e-05 	 RES : 2.4682e-07	 MSE : 7.6395e-05	 REL : 4.0861e-01
Validation Epoch 33 :	 Loss : 5.3638e-05	 RES : 2.9791e-07	 MSE : 6.7360e-05	 REL : 3.9067e-01
Training Epoch 33 finished,took current epoch 108.36s,cumulative time 3608.89s
Learning Rate : 0.01
Epoch 34, 25%	 Loss : 5.2339e-05	 RES : 2.6839e-07	 MSE : 8.1902e-05	 REL : 4.4264e-01
Epoch 34, 50%	 Loss : 4.7739e-05	 RES : 1.6192e-07	 MSE : 3.8007e-05	 REL : 3.2180e-01
Epoch 34, 75%	 Loss : 5.3932e-05	 RES : 2.4141e-07	 MSE : 7.1705e-05	 REL : 3.9419e-01
Training Epoch 34 :	 Loss : 5.3126e-05 	 RES : 2.3811e-07	 MSE : 7.5293e-05	 REL : 4.0826e-01
Validation Epoch 34 :	 Loss : 5.3717e-05	 RES : 3.6372e-07	 MSE : 9.5405e-05	 REL : 4.6548e-01
Training Epoch 34 finished,took current epoch 108.39s,cumulative time 3717.19s
Learning Rate : 0.01
Epoch 35, 25%	 Loss : 5.7808e-05	 RES : 4.8749e-07	 MSE : 2.5479e-04	 REL : 7.8071e-01
Epoch 35, 50%	 Loss : 4.7955e-05	 RES : 1.9102e-07	 MSE : 3.9789e-05	 REL : 3.2926e-01
Epoch 35, 75%	 Loss : 5.3111e-05	 RES : 1.5553e-07	 MSE : 5.5627e-05	 REL : 3.4719e-01
Training Epoch 35 :	 Loss : 5.3158e-05 	 RES : 2.4273e-07	 MSE : 7.6390e-05	 REL : 4.0766e-01
Validation Epoch 35 :	 Loss : 5.2723e-05	 RES : 2.2789e-07	 MSE : 7.6328e-05	 REL : 4.1605e-01
Training Epoch 35 finished,took current epoch 108.38s,cumulative time 3825.45s
Learning Rate : 0.01
Epoch 36, 25%	 Loss : 5.2111e-05	 RES : 2.0592e-07	 MSE : 6.8677e-05	 REL : 4.0533e-01
Epoch 36, 50%	 Loss : 4.8034e-05	 RES : 1.3855e-07	 MSE : 4.2399e-05	 REL : 3.3989e-01
Epoch 36, 75%	 Loss : 5.3043e-05	 RES : 1.7241e-07	 MSE : 5.1969e-05	 REL : 3.3558e-01
Training Epoch 36 :	 Loss : 5.2911e-05 	 RES : 2.2870e-07	 MSE : 7.5169e-05	 REL : 4.0752e-01
Validation Epoch 36 :	 Loss : 5.2427e-05	 RES : 1.9271e-07	 MSE : 5.7129e-05	 REL : 3.5962e-01
Training Epoch 36 finished,took current epoch 105.56s,cumulative time 3930.89s
Learning Rate : 0.01
